activitePrincipaleUniteLegale,count
47.99A,3489
33.20A,75
45.20B,47
58.19Z,24
25.73B,77
48.04,1
71.3E,3
31.03Z,3
14.31Z,1
64.11,759
87.30A,99
70.3A,309
61.10Z,67
45.3H,7
95.13,2
63.99Z,14
34.2A,5
93.0A,9
15.8P,4
35.4A,1
55.3A,1169
46.45Z,32
65.12Z,312
45.1B,3
93.21,1
92.14,5
01.56,1
43.22A,537
47.04,82
15.5A,7
74.09,1
95.12Z,30
26.3Z,2
01.63Z,1
90.0E,1
25.62A,44
22.1E,27
71.1A,4
31.01Z,23
51.9B,11
32.2B,5
51.3Q,1
67.05,64
41.10A,271
64.40,36
26.2A,8
16.01,3
28.11,1
93.0D,329
92.13,5
89.05,1
58.01,2
02.10Z,611
01.44Z,6
60.2N,4
01.1F,43
43.11Z,19
11.01Z,20
14.39Z,6
73.08,1
01.11Z,317
00.97,170
47.79Z,309
84.11,50
23.19Z,9
52.3A,75
28.30Z,11
67.12,13
01.60,20
27.4D,1
38.22Z,6
77.01,127
46.23Z,57
49.41A,333
21.09,28
23.99Z,18
65.02,157
23.01,5
28.15,6
29.4C,2
26.4B,1
24.06,1
24.3Z,2
99.00Z,2
44.22,2
52.4Z,314
92.3A,217
95.29Z,383
25.2A,4
43.99A,72
64.23,76
47.65Z,68
44.18,1
60.01,9
46.36Z,7
90.13,3
85.02,1
68.20A,2686
01.50,55
85.1E,112
51.3J,47
64.49,277
55.40,158
14.2A,9
51.3A,11
05.0A,2
60.11,2
60.20B,2
45.3E,193
49.32Z,444
60.2E,106
53.05,5
46.46Z,42
80.04,16
84.24Z,5
44.25,1
80.07,1
90.0G,1
18.1Z,1
55.60,529
36.6E,26
45.2J,68
45.2R,4
52.22Z,4
73.09,1
56.30Z,607
64.1C,23
86.22A,153
15.8D,47
75.04,5
18.20Z,12
85.10Z,2
80.30Z,8
22.19Z,1
32.99Z,133
74.5A,22
36.2C,27
21.08,77
01.2E,24
15.8B,23
92.15,3
72.2Z,79
46.11Z,12
82.04,1
52.21Z,58
36.00Z,28
49.01,60
29.1D,3
91.02,3
26.6J,1
52.29A,98
95.11Z,292
28.12,1
56.21Z,315
45.2C,3
17.29Z,9
54.05,3
62.11,305
85.1C,461
20.4Z,22
23.49Z,6
30.99Z,1
46.49Z,204
50.2Z,222
47.77Z,131
54.04,19
64.44,22
58.05,5
64.11Z,3
92.3J,1
47.52A,110
45.4J,323
78.20Z,295
01.47Z,46
13.30Z,8
11.07B,9
55.13,1
18.2G,3
80.2C,3
86.90C,1
77.32Z,68
51.1G,16
73.20Z,39
15.13,1
81.22Z,206
52.4V,77
27.5G,3
52.4Y,24
43.34Z,1060
95.21Z,51
80.4D,146
88.99A,14
22.1G,7
29.5M,1
93.19Z,351
81.29B,91
80.20Z,36
21.02,11
36.4Z,3
28.10,1
17.4A,2
92.5A,1
93.0N,172
52.4X,155
25.61Z,134
72.20Z,47
46.74A,29
54.08,23
47.02,3
28.11Z,6
92.5C,5
42.91Z,5
79.02,8
49.20Z,2
33.1A,3
11.04Z,2
64.20Z,1413
25.12Z,26
52.7H,45
87.10A,61
46.13Z,63
24.20Z,5
24.44Z,8
20.1B,3
13.10,1
90.01Z,1347
03.22Z,36
86.90E,2427
52.29B,84
01.43Z,270
85.31Z,134
48.07,25
46.71Z,99
74.3B,16
51.5C,12
71.3G,13
17.5G,2
01.74,1
58.08,1
71.20A,106
77.10,81
38.11Z,73
46.73B,75
31.13,8
59.13,13
82.20Z,46
29.3C,20
51.5A,7
25.01,3
44.41,1
80.4C,91
43.32B,278
47.82Z,631
17.12Z,6
01.07,6
40.1Z,5
94.91Z,306
47.75Z,151
52.2G,40
38.31Z,44
94.92Z,15
77.12Z,34
42.22Z,17
15.8T,2
51.8P,2
15.07,2
56.10C,1741
74.90A,183
33.20C,63
52.4R,190
74.10Z,543
