categorieJuridiqueUniteLegale,count
3210,4
2110,278
7362,15
2700,24
7364,178
7353,412
5498,3055
2200,80
5306,24
6300,11
5458,24
5546,11
6538,34
9221,6
6571,8
6533,1114
4130,242
7343,7
8110,33
7351,22
2100,6
2385,10
8490,1
5599,1315
5553,3
9110,201
5653,1
5515,21
6100,45
7323,47
5192,22
5510,60
5308,26
8160,1
9300,3
6577,7
4150,4
5499,10418
5432,1
7171,37
7379,4
2210,425
6573,35
5669,1
6536,131
8200,3
6210,1
4160,2
6588,1
7321,60
6200,10
9220,6128
8420,17
5699,86
4140,4
2300,8
6500,21
2900,324
8170,10
6317,206
5710,3407
5453,2
5770,2
6575,4
5630,1
5400,14
5194,31
7385,5
7361,570
1000,65880
7348,20
5551,29
9240,12
7220,25
7345,35
5532,3
9230,106
6572,3
8410,22
7354,65
9200,8
7179,5
5558,9
6220,139
3220,48
6565,46
7383,7
4110,1
5720,1441
6574,10
5200,15
7120,2
6599,2088
7229,2
5552,2
6578,2
8450,21
7331,68
6589,231
7366,24
4100,41
5100,8
8250,27
6318,21
6596,207
9900,66
5410,4
8470,2
8140,3
6595,95
7342,1
4120,98
6411,26
6560,4
7346,280
6542,8
8210,110
5785,20
8120,1
7210,1695
5560,22
5451,2
5610,1
6511,5
6566,3
6598,1401
7355,23
5460,18
7389,62
5470,12
6561,20
5685,1
7410,10
5202,465
2120,5
2220,1
6532,8
7520,10
6585,17
6539,2
6316,362
5547,2
6540,6258
9222,2
5800,6
2320,1
5559,1
7381,26
7510,153
5485,221
5500,11
8311,9
6564,21
7384,3
6597,400
9210,15
3290,1
6541,119
7172,219
2310,12
8130,1
9970,2
6535,2
7372,2
7371,2
8400,4
7367,45
8310,36
7357,5
9223,146
6534,380
6576,22
7470,4
3120,36
