activitePrincipaleUniteLegale,count
47.99A,589
45.20B,23
33.20A,45
25.73B,9
58.19Z,31
31.03Z,1
64.11,394
70.3A,171
61.10Z,26
87.30A,9
15.8P,7
45.3H,4
35.4A,1
93.0A,3
63.99Z,4
10.31Z,1
55.3A,751
46.45Z,11
65.12Z,150
01.56,1
45.1B,3
92.14,1
33.03,1
43.22A,548
47.04,54
74.09,4
95.12Z,17
01.63Z,3
15.5A,1
71.1A,3
51.9B,9
22.1E,13
31.01Z,6
51.3Q,1
25.62A,2
41.10A,67
26.2A,12
67.05,32
64.40,27
16.01,2
93.0D,200
58.01,5
89.05,5
92.13,2
14.39Z,8
02.10Z,48
43.11Z,13
60.2N,7
01.1F,7
01.44Z,7
73.08,1
01.11Z,3193
52.3A,63
00.97,603
23.19Z,11
47.79Z,193
01.60,2
84.11,49
67.12,12
28.30Z,5
27.4D,2
38.22Z,6
65.02,120
77.01,49
49.41A,89
46.23Z,40
23.99Z,5
21.09,1
95.29Z,236
92.3A,86
52.4Z,409
64.23,32
60.01,5
43.99A,31
44.18,2
47.65Z,22
90.13,1
25.2A,2
44.20,1
29.5B,1
85.02,1
46.36Z,5
55.40,126
64.49,345
68.20A,4540
85.1E,73
51.3A,14
01.50,6
51.3J,26
14.2A,2
05.0A,1
60.11,2
60.20B,4
60.2E,77
49.32Z,302
45.3E,159
46.46Z,15
84.24Z,9
80.04,6
18.1Z,2
80.07,1
55.60,461
55.31,3
36.6E,18
45.2J,28
56.30Z,523
15.8D,59
86.22A,45
22.19Z,2
64.1C,6
75.04,3
31.2B,1
80.30Z,7
32.99Z,101
74.5A,5
36.2C,9
15.8B,32
21.08,37
01.2E,17
72.2Z,17
46.11Z,3
95.24,1
82.04,1
49.01,49
36.00Z,74
91.02,2
52.21Z,34
95.11Z,140
56.21Z,175
52.29A,10
85.3A,2
96.21,1
28.12,1
45.2C,1
54.05,1
17.29Z,4
85.1C,222
62.11,249
20.4Z,3
22.01,2
23.49Z,1
58.05,2
50.2Z,145
46.49Z,108
47.77Z,73
64.11Z,1
64.44,12
92.3J,3
54.04,2
78.20Z,85
45.4J,194
01.47Z,287
47.52A,94
18.2G,4
55.13,3
13.30Z,5
80.2C,2
11.07B,1
86.90C,2
73.20Z,9
77.32Z,36
51.1G,8
15.13,3
81.22Z,106
52.4V,28
52.4Y,8
27.5G,3
43.34Z,915
80.4D,55
95.21Z,32
22.1G,6
88.99A,27
81.29B,33
93.19Z,542
80.20Z,12
36.4Z,9
17.4A,3
92.5A,1
25.61Z,36
46.74A,6
93.0N,96
52.4X,51
54.08,9
72.20Z,4
92.5C,3
47.02,6
49.20Z,1
11.04Z,2
79.02,4
64.20Z,489
87.10A,33
52.7H,34
25.12Z,22
20.1B,2
46.13Z,11
24.20Z,2
85.31Z,65
01.43Z,372
86.90E,1427
90.01Z,524
48.07,11
52.29B,14
46.71Z,32
51.5C,7
17.5G,5
58.08,2
03.22Z,7
74.3B,5
71.3G,5
77.10,29
29.3C,22
71.20A,51
59.13,13
82.20Z,27
31.13,4
46.73B,45
62.1Z,1
38.11Z,32
25.01,2
44.41,3
51.5A,18
00.11,4
66.0A,1
80.4C,45
47.82Z,335
43.32B,208
40.1Z,21
01.07,8
47.75Z,78
77.12Z,41
52.2G,62
94.91Z,170
94.92Z,10
42.22Z,17
38.31Z,6
51.8P,3
15.07,1
15.8T,1
56.10C,1105
74.10Z,192
74.90A,48
52.4R,142
54.02,3
33.20C,6
88.04,1
26.5C,1
43.91A,655
82.11Z,97
10.32Z,6
06.01,7
87.20A,21
60.20A,3
51.8L,4
55.4C,19
93.13Z,27
35.3A,3
46.44Z,10
49.05,31
81.30Z,550
86.10Z,96
64.41,41
28.5A,12
10.73Z,7
45.4L,4
25.72Z,1
84.11Z,1679
01.4B,51
42.21Z,31
64.42,23
29.3D,7
43.99B,23
50.4Z,23
59.11,7
28.21Z,1
22.23Z,4
20.42Z,12
80.2A,6
52.02,3
52.1F,1
50.1Z,148
79.12Z,16
63.3Z,41
52.7C,17
36.5Z,5
29.13,5
90.0A,10
46.12B,2
35.13Z,15
20.15Z,3
25.2G,1
85.01,3
60.2P,2
26.12Z,2
17.7C,1
77.08,48
33.3Z,9
29.21,1
63.4B,1
75.2G,1
71.2E,1
83.01,1
01.21Z,83
55.2C,68
66.30Z,51
10.13B,91
13.91Z,1
18.07,1
"",61
45.4D,53
64.45,28
60.04,6
95.22Z,45
35.23Z,3
54.07,12
70.2B,25
95.11,11
51.30,4
55.5A,12
18.2D,3
20.14Z,2
77.14,89
85.1G,342
17.3Z,5
33.11Z,13
89.07,1
29.32Z,6
73.05,2
92.1J,1
43.39Z,277
01.3Z,370
01.4A,124
25.1E,1
27.3C,1
43.12B,7
22.29B,10
10.52Z,8
34.3Z,4
64.2D,2
55.20Z,695
87.01,57
02.10,1
93.12Z,1062
43.22B,232
94.11Z,83
69.22,28
43.29B,27
72.11Z,2
87.02,1
25.2H,4
26.51B,4
03.30,1
29.4A,1
11.02B,5
43.32A,562
46.42Z,26
01.2G,55
46.35Z,1
00.10,95
56.29B,61
28.1C,10
00.30,1
15.8M,2
44.42,1
25.62B,65
93.11Z,50
58.12,14
59.12,7
60.07,9
85.3H,2
74.1G,76
72.19Z,32
58.06,10
67.09,65
47.01,8
46.22Z,5
72.5Z,12
85.3E,3
69.25,4
28.93Z,2
74.30Z,151
51.1A,4
57.11,8
21.11,5
38.32Z,119
47.11B,315
96.03Z,115
79.11Z,71
36.1G,46
47.11C,50
70.1F,43
84.30B,5
63.4A,6
20.13B,4
01.64Z,3
47.61Z,57
52.2A,46
92.3B,35
52.2P,60
57.02,28
46.66Z,16
20.5C,1
27.33Z,5
47.06,1
30.02,2
65.06,144
45.2L,61
59.20Z,32
64.19Z,169
71.1Z,12
46.41Z,8
84.30A,17
86.10,13
30.30Z,12
51.8N,3
53.04,1
00.12,2
77.13,5
80.02,2
26.6E,7
87.06,32
43.32C,23
51.5H,2
32.1B,1
01.24Z,26
21.07,6
55.70,39
13.92Z,36
23.63Z,11
65.2E,4
86.23Z,458
49.39A,62
02.20Z,88
39.00Z,4
46.38B,24
57.07,6
46.62Z,6
75.2J,1
55.4B,306
37.00Z,21
36.6A,3
03.21Z,4
84.06,1
46.17B,16
62.42,37
71.12A,71
67.13,35
22.2J,9
37.01,1
52.6E,349
96.25,8
35.3B,15
86.08,5
26.20Z,1
29.5E,3
97.22,8
47.74Z,42
10.85Z,22
26.7Z,11
27.3E,1
74.1J,550
43.33Z,380
20.41Z,4
73.07,1
15.9S,2
68.32B,10
51.4Q,5
74.20Z,262
64.12,53
37.2Z,8
47.22Z,193
01.80,78
67.1E,16
44.21,6
51.1C,3
14.1A,4
85.3B,1
16.10B,2
24.2Z,1
56.10A,1340
47.11D,114
64.30Z,114
51.3T,12
86.01,6
46.72Z,20
85.32Z,43
86.90D,2412
82.19Z,378
96.02A,888
55.90Z,7
51.1R,57
17.6Z,3
51.4R,1
46.19B,403
71.2A,29
29.5P,3
78.02,79
55.3B,214
77.31Z,81
01.25Z,35
31.09B,149
47.23Z,28
28.4A,3
87.10C,20
45.3A,170
