activitePrincipaleUniteLegale,count
33.20A,208
47.99A,4367
58.19Z,133
31.03Z,17
45.20B,113
25.73B,20
71.3E,18
48.04,10
14.31Z,1
64.11,1707
70.3A,2059
63.99Z,78
61.10Z,184
15.8P,13
87.30A,61
93.0A,18
34.2A,6
45.3H,26
35.4A,5
10.31Z,4
55.3A,2358
65.12Z,648
46.45Z,175
92.14,6
45.1B,37
93.21,10
01.56,7
33.03,3
43.22A,2843
47.04,195
74.09,25
95.12Z,115
15.5A,2
90.0E,7
01.63Z,2
22.1E,152
32.2B,19
51.9B,41
31.01Z,73
24.01,2
71.1A,18
51.3Q,9
25.62A,4
41.10A,1528
26.2A,23
16.01,16
64.40,108
67.05,61
28.11,1
93.0D,854
58.01,22
92.13,4
89.05,5
51.22Z,1
43.11Z,70
11.01Z,16
02.10Z,139
60.2N,62
01.1F,31
01.44Z,2
14.39Z,12
73.08,6
01.11Z,6833
38.22Z,12
52.3A,221
47.79Z,672
00.97,85
84.11,183
01.60,11
23.19Z,38
67.12,15
27.4D,5
28.30Z,11
65.02,363
77.01,403
49.41A,770
46.23Z,78
09.90Z,5
21.09,7
28.15,17
29.4C,3
24.3Z,5
99.00Z,28
23.01,7
23.99Z,25
64.50,1
24.06,2
26.4B,4
44.22,2
52.4Z,790
64.23,138
92.3A,507
43.99A,553
95.29Z,1248
47.65Z,126
46.36Z,36
60.01,10
90.13,2
44.18,7
25.2A,4
85.02,3
44.23,5
29.4B,1
29.5B,1
68.20A,12428
64.49,593
85.1E,391
55.40,411
51.3A,88
51.3J,123
01.50,23
60.11,8
14.2A,20
60.20B,9
05.0A,1
45.3E,775
60.2E,376
80.04,23
49.32Z,2654
46.46Z,392
53.05,9
84.24Z,52
24.11,3
18.1Z,7
80.07,1
44.25,1
55.60,2066
45.2J,96
55.31,18
52.22Z,2
36.6E,42
45.2R,7
75.04,11
56.30Z,1159
86.22A,738
18.20Z,39
15.8D,150
80.30Z,65
64.1C,69
22.19Z,16
85.10Z,8
31.2B,4
36.2C,46
32.99Z,341
74.5A,60
21.08,113
15.8B,373
72.2Z,317
01.2E,13
46.11Z,23
82.04,1
92.15,5
95.24,1
29.1D,9
49.01,205
52.21Z,258
36.00Z,105
26.6J,1
91.02,1
17.29Z,40
56.21Z,1022
95.11Z,888
52.29A,130
45.2C,4
96.21,1
85.3A,2
54.05,6
28.12,2
62.11,785
85.1C,1211
20.4Z,20
22.01,14
23.49Z,12
30.99Z,3
46.49Z,929
47.77Z,351
50.2Z,752
54.04,53
58.05,28
64.44,57
92.3J,6
64.11Z,2
47.52A,326
45.4J,1132
78.20Z,777
01.47Z,291
80.2C,4
13.30Z,50
18.2G,29
55.13,6
11.07B,7
86.90C,14
77.32Z,256
73.20Z,266
51.1G,97
70.02,31
15.13,10
89.06,1
52.4V,106
81.22Z,722
52.4Y,48
27.5G,5
43.34Z,5512
80.4D,327
95.21Z,136
22.1G,40
88.99A,67
17.4A,25
93.19Z,984
80.20Z,309
81.29B,176
21.02,7
36.4Z,10
92.5A,2
28.10,1
25.61Z,120
52.4X,368
93.0N,586
79.02,12
72.20Z,256
47.02,69
42.91Z,8
33.1A,9
46.74A,122
54.08,11
11.04Z,1
49.20Z,9
28.11Z,5
92.5C,4
17.5C,1
64.20Z,4862
25.12Z,146
46.13Z,130
87.10A,162
52.7H,158
20.1B,38
24.20Z,12
13.10,2
24.44Z,1
29.16,1
85.31Z,228
48.07,21
86.90E,12571
90.01Z,5421
74.3B,48
71.3G,36
01.43Z,487
52.29B,379
46.71Z,169
51.5C,34
03.22Z,22
17.5G,12
58.08,10
77.10,373
38.11Z,100
59.13,111
82.20Z,243
71.20A,281
25.01,10
31.13,16
51.5A,28
66.0A,9
46.73B,180
29.3C,42
62.1Z,15
44.41,7
43.32B,1129
80.4C,528
47.82Z,1375
01.07,46
40.1Z,16
17.12Z,2
38.31Z,27
94.91Z,337
52.2G,175
77.12Z,227
51.8P,17
42.22Z,118
47.75Z,364
94.92Z,32
40.33,1
15.07,8
15.8T,3
50.03,1
15.4C,1
23.3Z,1
01.16,10
52.4R,676
56.10C,6809
74.10Z,2682
74.90A,643
33.20C,65
54.02,18
32.03,2
88.04,5
15.9G,2
28.2A,2
82.11Z,1040
43.91A,998
06.01,12
24.05,8
29.1A,4
10.32Z,17
87.20A,66
51.8L,29
60.20A,7
22.3C,1
93.13Z,260
46.44Z,69
55.4C,24
61.1A,2
35.3A,2
49.05,159
81.30Z,1840
64.41,163
86.10Z,374
28.5A,28
10.73Z,24
45.4L,72
25.72Z,26
20.16Z,5
32.05,1
58.07,3
84.11Z,3223
29.3D,32
42.21Z,94
64.42,66
43.99B,140
50.4Z,104
01.4B,212
59.11,58
23.31Z,4
17.24Z,3
28.21Z,6
92.2F,2
20.42Z,75
22.23Z,61
80.2A,11
52.1F,2
52.02,13
27.4F,2
45.2N,1
63.3Z,115
50.1Z,769
79.12Z,185
36.5Z,14
29.13,23
52.7C,96
46.12B,38
25.2G,15
90.0A,48
35.13Z,42
20.15Z,18
31.6C,2
36.6C,2
26.12Z,102
60.2P,54
85.01,11
17.7C,5
77.08,191
63.4B,15
83.01,11
28.6C,6
33.3Z,49
71.2E,4
15.5C,5
29.21,2
75.2G,4
55.2C,25
01.21Z,362
66.30Z,773
10.13B,178
18.07,2
55.20,3
13.91Z,8
41.10,1
64.45,104
45.4D,356
60.04,67
95.22Z,156
"",134
54.07,32
35.23Z,32
14.20Z,6
17.19,2
24.41Z,3
70.2B,120
20.14Z,20
17.11Z,3
18.2D,78
51.30,19
55.5A,76
84.01,2
95.11,3
23.20Z,6
71.2C,1
85.1G,1840
77.14,447
17.21B,12
33.11Z,75
17.3Z,11
59.05,12
29.5L,11
29.32Z,37
89.07,5
92.1J,9
41.08,1
97.11,2
01.3Z,1814
43.39Z,1186
01.4A,205
43.12B,86
10.52Z,10
22.29B,28
34.3Z,13
25.1E,4
64.2D,2
96.16,1
87.01,271
55.20Z,798
02.10,3
24.6G,3
94.11Z,277
93.12Z,4042
43.22B,1709
72.11Z,176
43.29B,301
26.51B,141
69.22,25
29.1F,6
25.2H,26
24.46Z,1
03.30,1
29.4A,11
87.02,5
11.01,1
17.5A,1
43.32A,2796
01.2G,77
46.42Z,455
46.35Z,6
46.24Z,11
11.02B,7
30.0A,1
65.1E,1
00.10,232
56.29B,420
28.1C,65
58.10,6
15.8M,13
44.42,7
93.11Z,204
33.4A,7
58.12,157
25.62B,358
60.07,60
59.12,40
29.31Z,12
29.1C,7
85.3H,4
47.01,156
67.09,101
74.1G,1613
72.19Z,636
72.5Z,126
69.25,78
58.06,123
46.22Z,72
91.3C,7
85.3E,9
28.93Z,14
95.12,1
74.30Z,1334
21.11,13
51.1A,30
57.11,41
47.11B,1003
63.4A,66
79.11Z,444
96.03Z,287
70.1F,339
36.1G,163
38.32Z,375
47.11C,301
84.30B,60
20.13B,4
01.64Z,2
52.2A,303
52.2P,202
47.61Z,251
27.33Z,17
57.02,78
24.4A,1
92.3B,139
46.66Z,106
20.5C,6
30.02,2
64.19Z,1138
65.06,674
86.10,54
30.30Z,120
45.2L,162
46.41Z,128
59.20Z,380
71.1Z,40
51.8N,48
53.04,7
84.30A,62
80.02,24
26.6E,29
77.13,13
00.12,7
32.1D,19
31.5A,1
51.5H,31
43.32C,235
87.06,113
32.1B,16
28.7C,3
50.06,1
71.4A,1
13.92Z,211
01.24Z,84
55.70,201
21.07,23
23.63Z,112
65.2E,44
59.13B,37
13.01,2
75.02,3
49.39A,99
86.23Z,3845
39.00Z,25
02.20Z,163
46.38B,200
46.62Z,44
51.8H,17
22.3E,11
57.07,17
55.4B,567
37.00Z,101
36.6A,18
91.04,1
03.21Z,3
20.53Z,7
21.2C,1
46.17B,192
22.2J,121
62.42,86
71.12A,181
67.13,13
37.01,1
52.6E,1412
96.25,18
86.08,42
29.5E,42
25.03,9
35.3B,30
28.7E,11
26.20Z,40
26.7Z,51
47.74Z,314
10.85Z,123
97.22,46
21.2L,8
27.3E,1
55.11,4
25.1C,5
11.02A,2
74.1J,2281
43.33Z,2227
68.32B,353
51.4Q,40
20.41Z,52
45.5Z,5
73.07,3
65.2A,3
15.9S,1
74.20Z,1865
01.80,190
47.22Z,956
64.12,179
37.2Z,47
16.10B,49
67.1E,102
44.21,22
85.3B,3
14.1A,11
24.2Z,4
51.1C,19
17.2A,2
47.11D,570
56.10A,5352
51.3T,139
64.30Z,739
46.72Z,113
86.01,13
24.52Z,2
96.02A,4117
51.1R,343
86.90D,9549
82.19Z,2206
85.32Z,274
55.90Z,71
24.5A,10
36.1E,19
65.2F,12
51.4R,16
71.2A,167
46.19B,4966
29.5P,3
29.6A,2
31.09B,678
55.3B,968
77.31Z,157
78.02,311
47.23Z,134
01.25Z,33
28.4A,27
87.10C,68
