categorieJuridiqueUniteLegale,count
2110,302
7362,35
3200,1
2700,1
7364,77
5498,5305
2200,189
7353,122
5306,9
6300,2
5458,29
5546,2
7160,1
9221,3
6538,3
6571,20
6533,620
4130,187
8110,14
7351,6
8490,8
2100,3
2385,11
5599,1071
5553,3
9110,165
5632,2
5515,16
6100,3
7323,38
8290,1
5192,20
5510,80
6568,1
5308,28
9300,4
8160,1
6577,2
4150,1
5499,10759
5432,12
7171,20
7379,1
5660,1
2210,489
6573,20
6536,13
6210,4
4160,1
7321,66
6200,5
9220,6226
8420,49
5699,109
4140,6
6500,10
2900,97
5191,3
8170,3
6317,167
5710,3405
5770,4
5453,3
5651,3
6575,5
5400,13
7385,6
7361,229
1000,63104
7363,1
5551,3
7348,2
9240,6
7220,73
7345,17
7450,10
5532,10
9230,84
6572,13
7354,37
8410,14
7179,10
5558,6
6220,122
3220,36
6565,23
7383,11
4110,1
5720,2319
6574,8
5200,8
7120,5
6599,430
6578,12
8450,14
6589,345
7331,49
7366,29
8250,32
6318,18
6596,134
9900,65
8470,1
8140,3
6595,17
4120,52
6411,21
9150,2
6562,3
7346,53
5585,2
6542,2
8210,89
5785,35
6543,7
7210,747
5560,9
5530,3
5451,1
6511,8
6566,2
6598,1309
7355,8
5460,27
7389,46
7200,5
5470,20
6561,13
5685,2
7410,7
5202,437
2120,2
2220,4
6532,18
7520,31
6585,13
6316,203
6540,7627
9222,14
5800,5
9100,1
7381,10
7510,54
5485,196
5500,16
8311,6
6564,14
7384,1
6597,323
9210,19
3290,1
6541,222
7172,163
2310,9
6535,4
7372,2
8400,1
7367,4
8310,20
7357,3
9223,71
6534,263
6576,19
7470,1
3120,65
