categorieJuridiqueUniteLegale,count
3210,3
2110,1863
7362,369
2700,11
5543,1
7364,170
5498,7972
2200,310
7353,234
5306,65
6300,18
5458,38
5546,38
7160,13
6538,8
9221,7
6571,42
6533,377
4130,377
7343,4
8110,32
7351,10
2100,28
2385,28
8490,7
5599,4245
5553,4
9110,689
5515,58
6100,9
7490,6
7323,582
5195,1
8290,3
5192,28
5510,133
5308,66
9300,20
8160,3
6567,3
3110,4
6577,18
4150,10
5499,28495
7171,141
5432,2
7379,2
5660,5
2210,673
5669,1
6573,18
6536,208
8200,11
6210,9
4160,3
7382,2
6200,42
7321,95
9220,10659
5196,125
8420,82
5699,245
4140,34
2300,11
6500,44
5307,4
2900,246
5191,6
8170,12
6317,506
5710,9900
5453,11
5770,5
6575,2
5400,68
7385,34
5194,2
7361,684
1000,123939
7363,2
5551,5
7348,19
9240,20
7220,47
5658,2
7450,14
7345,48
5532,7
9230,128
6572,16
7356,9
8410,59
9200,42
7354,88
7179,32
5558,14
9260,20
6220,451
6565,49
3220,123
7383,55
4110,13
5720,4085
6574,2
5200,35
7120,14
6599,4261
6578,3
5552,5
8450,44
6589,781
7331,102
7366,28
8250,22
4100,2
6596,82
6318,58
9900,90
8470,6
5410,22
8140,19
6595,36
7342,5
4120,139
6411,58
9150,18
6562,9
7230,4
6560,139
7346,248
5585,4
6542,6
8210,161
6543,21
5785,60
8120,5
7210,2309
5560,66
5646,27
5530,2
5610,2
6551,5
6511,6
6566,3
5455,2
6598,4062
7355,27
5460,8
7389,119
5470,30
5385,1
6414,2
6561,73
5685,1
7410,20
5202,1339
6569,1
2120,64
2220,2
6532,11
7130,2
6585,15
7520,4
6539,28
6316,220
5547,1
6540,17883
9222,8
5800,9
9224,1
9100,1
2320,8
7381,45
5559,11
7510,48
5485,603
5500,59
8510,1
8311,35
6564,15
7384,13
6597,2410
9210,8
6563,4
3290,5
6541,717
7172,377
8130,19
2310,21
6535,10
9970,6
7372,8
7371,3
7322,17
8400,6
8310,95
7367,18
7357,3
9223,148
7100,1
6534,1419
6576,17
7470,4
3120,157
