activitePrincipaleUniteLegale,count
33.20A,149
47.99A,4331
45.20B,95
25.73B,44
58.19Z,46
48.04,6
31.03Z,6
71.3E,1
64.11,905
70.3A,375
87.30A,37
63.99Z,21
61.10Z,62
15.8P,9
93.0A,10
45.3H,5
34.2A,9
95.13,8
55.3A,1429
01.56,109
65.12Z,433
93.21,2
46.45Z,88
45.1B,8
92.14,6
43.22A,1144
74.09,6
47.04,225
95.12Z,42
26.3Z,1
90.0E,4
01.63Z,1
25.62A,7
31.01Z,54
22.1E,17
32.2B,13
71.1A,7
24.01,1
51.9B,7
51.3Q,3
67.05,168
41.10A,181
26.2A,30
64.40,47
16.01,3
93.0D,544
92.13,8
58.01,5
89.05,5
23.65Z,1
02.10Z,422
01.1F,189
43.11Z,30
11.01Z,29
60.2N,10
14.39Z,16
73.08,1
01.44Z,4
01.11Z,2808
67.12,24
47.79Z,411
84.11,80
52.3A,94
00.97,22
01.60,13
28.30Z,31
38.22Z,8
23.19Z,27
65.02,178
46.23Z,124
49.41A,615
23.99Z,23
77.01,73
29.4C,1
24.3Z,11
28.15,5
23.01,2
24.06,1
44.22,1
21.09,7
26.4B,1
52.4Z,281
43.99A,93
95.29Z,532
47.65Z,90
64.23,95
92.3A,233
46.36Z,16
60.01,37
44.18,6
25.2A,2
85.02,3
90.13,4
44.20,1
44.23,1
55.40,194
01.50,140
51.3A,62
68.20A,6150
85.1E,114
64.49,377
51.3J,87
05.0A,13
14.2A,15
60.11,2
60.20B,7
49.32Z,515
45.3E,321
46.46Z,102
53.05,8
60.2E,116
84.24Z,5
24.11,2
80.04,19
18.1Z,1
45.2J,249
55.60,856
36.6E,42
55.31,5
52.22Z,1
45.2R,4
85.10Z,27
64.1C,24
56.30Z,1321
86.22A,173
15.8D,72
80.30Z,15
22.19Z,22
18.20Z,4
15.5B,1
32.99Z,237
74.5A,52
36.2C,15
15.8B,39
46.11Z,82
01.2E,77
72.2Z,56
82.04,5
21.08,44
95.24,2
92.15,2
49.01,123
36.00Z,107
91.02,7
52.21Z,90
93.11,1
29.1D,3
95.11Z,495
56.21Z,439
52.29A,73
85.3A,3
17.29Z,25
45.2C,1
54.05,4
62.11,580
85.1C,511
22.01,20
23.49Z,3
20.4Z,31
50.2Z,385
46.49Z,384
47.77Z,166
54.04,19
58.05,11
64.11Z,3
64.44,11
92.3J,2
45.4J,476
01.47Z,694
47.52A,122
18.2G,15
78.20Z,423
13.30Z,30
11.07B,3
86.90C,6
80.2C,2
55.13,1
51.1G,20
77.32Z,87
73.20Z,61
15.13,6
70.02,1
81.22Z,270
52.4Y,20
52.4V,67
27.5G,1
43.34Z,2245
80.4D,139
95.21Z,65
22.1G,5
88.99A,9
44.32,1
93.19Z,602
80.20Z,57
81.29B,67
17.4A,13
21.02,7
36.4Z,16
15.9J,1
93.0N,291
46.74A,43
25.61Z,98
52.4X,238
72.20Z,51
17.5C,3
47.02,26
79.02,31
92.5C,11
42.91Z,4
54.08,12
33.1A,2
28.11Z,1
25.12Z,61
64.20Z,3150
87.10A,156
52.7H,55
46.13Z,58
24.20Z,8
20.1B,4
13.10,2
01.43Z,733
85.31Z,234
90.01Z,1758
86.90E,4241
74.3B,22
52.29B,109
48.07,19
46.71Z,84
17.5G,11
03.22Z,23
71.3G,21
51.5C,11
58.08,5
77.10,115
00.11,38
29.3C,52
51.5A,13
71.20A,165
59.13,38
38.11Z,99
46.73B,109
31.13,14
82.20Z,69
25.01,2
66.0A,6
44.41,1
01.07,141
80.4C,135
47.82Z,827
43.32B,502
17.12Z,3
17.7A,1
51.8P,19
38.31Z,41
94.91Z,205
42.22Z,37
47.75Z,136
94.92Z,17
52.2G,34
77.12Z,45
15.8T,3
50.03,2
15.07,2
52.4R,266
33.20C,68
74.10Z,894
56.10C,1663
01.16,35
74.90A,153
88.04,14
32.03,4
54.02,14
40.34,3
15.9G,7
82.11Z,467
43.91A,279
06.01,2
87.20A,55
10.32Z,6
29.1A,4
51.8L,8
60.20A,4
22.3C,1
93.13Z,81
55.4C,20
46.44Z,36
35.3A,1
25.72Z,16
81.30Z,1176
64.41,112
49.05,72
86.10Z,223
28.5A,42
45.4L,15
20.16Z,11
58.07,2
10.73Z,7
84.11Z,3195
50.4Z,48
01.4B,110
29.3D,37
43.99B,65
59.11,21
64.42,38
42.21Z,26
23.31Z,8
28.21Z,5
17.24Z,4
22.23Z,57
20.42Z,44
52.1F,4
52.02,3
80.2A,14
74.06,1
50.1Z,413
29.13,7
25.2G,26
63.3Z,26
79.12Z,46
52.7C,45
35.13Z,15
36.5Z,8
90.0A,10
46.12B,14
31.6C,1
20.15Z,4
85.01,13
60.2P,7
26.12Z,31
17.7C,10
77.08,99
63.4B,9
33.3Z,16
29.21,1
83.01,6
28.6C,9
15.5C,6
71.2E,1
01.21Z,1958
66.30Z,411
55.2C,21
10.13B,136
92.11,13
55.20,2
41.10,1
13.91Z,6
18.07,1
45.4D,134
"",161
64.45,76
95.22Z,99
60.04,24
14.20Z,5
35.23Z,9
54.07,9
95.11,29
70.2B,369
55.5A,62
20.14Z,8
71.2C,4
23.20Z,3
18.2D,21
84.01,2
51.30,4
77.14,212
85.1G,636
92.1J,6
29.32Z,31
89.07,2
41.08,3
59.05,4
33.11Z,25
17.21B,19
17.3Z,5
29.5L,1
01.3Z,1206
43.12B,44
43.39Z,587
01.4A,149
96.16,7
22.29B,26
34.3Z,14
37.02,7
10.52Z,6
25.1E,2
64.2D,5
55.20Z,679
87.01,137
02.10,7
94.11Z,191
93.12Z,2868
43.22B,566
17.5A,6
72.11Z,41
43.29B,114
26.51B,16
25.2H,22
69.22,13
29.4A,10
11.01,1
03.30,5
87.02,2
29.1F,2
43.32A,1938
01.2G,250
46.24Z,20
46.42Z,236
15.11Z,7
30.0A,2
11.02B,44
58.10,6
28.1C,14
56.29B,222
00.10,389
00.30,24
44.42,2
15.8M,2
60.07,69
25.62B,231
33.4A,3
