activitePrincipaleUniteLegale,count
47.99A,4127
33.20A,132
58.19Z,56
45.20B,76
71.3E,5
31.03Z,8
25.73B,6
48.04,6
64.11,909
70.3A,295
45.3H,7
61.10Z,91
34.2A,26
63.99Z,23
87.30A,20
35.4A,1
10.31Z,8
15.8P,8
93.0A,1
55.3A,1176
65.12Z,405
93.21,13
92.14,10
46.45Z,53
45.1B,9
01.56,3
43.22A,1017
47.04,114
95.12Z,41
74.09,4
90.0E,1
31.01Z,13
22.1E,33
51.9B,12
71.1A,6
32.2B,10
25.62A,1
41.10A,189
64.40,68
67.05,149
26.2A,13
16.01,7
93.0D,459
92.13,1
89.05,10
58.01,11
23.65Z,4
11.01Z,59
43.11Z,64
60.2N,12
02.10Z,231
01.1F,68
14.39Z,20
01.44Z,1
38.22Z,4
01.11Z,1142
47.79Z,404
84.11,150
00.97,43
52.3A,134
67.12,15
23.19Z,23
28.30Z,17
01.60,4
77.01,174
49.41A,447
65.02,153
46.23Z,47
28.15,10
23.99Z,17
44.22,3
29.4C,1
23.01,4
24.3Z,1
21.09,4
99.00Z,2
09.90Z,1
92.3A,294
52.4Z,355
95.29Z,394
64.23,112
43.99A,78
46.36Z,8
60.01,4
47.65Z,77
44.18,6
25.2A,9
90.13,5
44.23,1
85.1E,213
64.49,661
55.40,213
68.20A,9323
51.3A,30
14.2A,12
51.3J,52
05.0A,3
01.50,13
60.20B,3
60.11,4
60.2E,209
45.3E,242
49.32Z,732
18.1Z,2
46.46Z,137
80.04,25
84.24Z,28
53.05,2
90.0G,1
24.11,5
36.6E,50
55.60,783
45.2J,134
55.31,6
45.2R,1
56.30Z,992
86.22A,358
18.20Z,24
22.19Z,7
15.8D,56
64.1C,20
80.30Z,16
75.04,4
31.2B,4
74.5A,27
32.99Z,166
36.2C,21
72.2Z,101
21.08,82
15.8B,66
46.11Z,22
92.15,5
01.2E,8
99.0Z,1
82.04,1
49.01,69
52.21Z,138
36.00Z,114
91.02,8
29.1D,3
52.29A,69
95.11Z,465
56.21Z,414
17.29Z,21
96.21,2
54.05,2
45.2C,2
28.12,3
85.3A,2
85.1C,832
62.11,476
23.49Z,11
20.4Z,18
22.01,3
46.49Z,203
50.2Z,262
47.77Z,148
92.3J,6
64.44,19
58.05,13
54.04,17
64.11Z,4
45.4J,375
47.52A,133
80.2C,5
78.20Z,265
13.30Z,32
86.90C,9
01.47Z,49
18.2G,9
55.13,1
11.07B,9
70.02,141
77.32Z,95
73.20Z,65
51.1G,7
15.13,1
89.06,1
52.4V,77
81.22Z,315
52.4Y,53
80.4D,151
43.34Z,1816
95.21Z,68
88.99A,26
44.32,1
22.1G,3
93.19Z,268
81.29B,70
80.20Z,96
28.10,6
92.5A,2
17.4A,4
21.02,1
36.4Z,6
52.4X,175
93.0N,237
72.20Z,71
46.74A,59
47.02,17
25.61Z,69
54.08,37
92.5C,4
42.91Z,7
17.5C,1
79.02,10
28.11Z,4
33.1A,5
49.20Z,15
11.04Z,1
64.20Z,1621
87.10A,70
46.13Z,51
25.12Z,29
20.1B,13
24.44Z,6
52.7H,48
24.20Z,16
86.90E,4277
01.43Z,216
90.01Z,1313
51.5C,18
52.29B,134
85.31Z,159
46.71Z,81
48.07,7
74.3B,33
71.3G,25
17.5G,13
03.22Z,23
58.08,3
77.10,134
82.20Z,84
71.20A,120
46.73B,92
31.13,7
38.11Z,108
44.41,6
59.13,25
29.3C,19
51.5A,12
00.11,20
25.01,4
66.0A,7
47.82Z,801
43.32B,422
80.4C,205
40.1Z,7
01.07,27
17.12Z,7
17.7A,1
47.75Z,163
94.91Z,346
94.92Z,43
38.31Z,70
42.22Z,59
52.2G,65
77.12Z,45
15.07,2
51.8P,8
50.03,1
56.10C,2277
74.10Z,686
74.90A,225
40.34,1
52.4R,277
88.04,8
33.20C,60
54.02,6
32.03,1
26.5C,2
28.2A,2
01.16,2
82.11Z,187
10.32Z,10
43.91A,169
87.20A,88
51.8L,18
06.01,6
22.3C,1
60.20A,2
29.1A,5
93.13Z,47
15.11,2
46.44Z,27
55.4C,15
64.41,71
81.30Z,516
49.05,45
28.5A,13
86.10Z,346
45.4L,28
20.16Z,3
58.07,1
25.72Z,13
10.73Z,6
17.15,1
84.11Z,3452
43.99B,40
42.21Z,48
50.4Z,34
64.42,57
59.11,26
01.4B,58
29.3D,6
28.21Z,3
23.31Z,1
92.2F,1
80.2A,6
20.42Z,35
52.1F,7
22.23Z,35
52.02,3
45.2N,1
27.4F,1
50.1Z,442
90.0A,128
63.3Z,29
46.12B,12
25.2G,7
29.13,9
79.12Z,54
52.7C,37
35.13Z,28
20.15Z,8
36.5Z,9
36.6C,1
60.2P,22
85.01,3
26.12Z,25
17.7C,5
83.01,8
77.08,104
71.2E,10
63.4B,6
33.3Z,26
15.5C,3
28.6C,5
29.21,1
10.13B,66
66.30Z,235
55.2C,7
01.21Z,64
55.20,3
10.01,2
26.2C,1
13.91Z,8
18.07,2
64.45,65
17.19,13
45.4D,141
60.04,10
95.22Z,97
"",52
54.07,10
35.23Z,36
14.20Z,2
27.1Z,1
70.2B,146
20.14Z,10
18.2D,9
16.0Z,3
55.5A,14
23.20Z,6
51.30,4
71.2C,2
95.11,1
85.1G,707
77.14,286
17.21B,11
29.5L,13
92.1J,10
