activitePrincipaleUniteLegale,count
47.99A,870
45.20B,22
33.20A,50
58.19Z,16
71.3E,2
48.04,1
25.73B,3
64.11,302
61.10Z,31
87.30A,15
70.3A,136
95.13,4
34.2A,10
93.0A,3
15.8P,1
63.99Z,2
45.3H,1
55.3A,612
65.12Z,169
45.1B,2
46.45Z,8
01.56,7
92.14,2
47.04,48
43.22A,415
01.63Z,1
74.09,1
26.3Z,2
95.12Z,9
90.0E,1
51.9B,2
22.1E,4
31.01Z,19
25.62A,1
71.1A,1
51.3Q,1
32.2B,1
67.05,100
26.2A,22
41.10A,43
64.40,12
93.0D,155
89.05,7
58.01,5
02.10Z,678
11.01Z,9
14.39Z,8
43.11Z,7
01.1F,14
60.2N,3
01.11Z,1432
28.30Z,8
47.79Z,188
00.97,10
52.3A,41
84.11,29
23.19Z,15
67.12,2
01.60,2
65.02,86
23.99Z,5
49.41A,105
77.01,28
46.23Z,38
24.3Z,1
28.15,2
23.01,3
21.09,1
44.22,1
52.4Z,173
95.29Z,183
92.3A,81
64.23,34
60.01,10
47.65Z,34
25.2A,1
44.18,1
43.99A,5
46.36Z,1
44.23,2
85.02,1
01.50,13
68.20A,996
55.40,108
64.49,157
85.1E,49
14.2A,4
51.3J,23
05.0A,1
51.3A,8
45.3E,174
49.32Z,280
46.46Z,11
60.2E,74
84.24Z,3
80.04,6
53.05,3
24.11,1
55.60,470
45.2J,78
36.6E,12
55.31,1
52.22Z,1
56.30Z,567
15.8D,45
22.19Z,13
86.22A,54
64.1C,4
80.30Z,8
85.10Z,1
74.5A,30
32.99Z,42
36.2C,4
21.08,33
72.2Z,11
15.8B,26
46.11Z,13
01.2E,3
82.04,3
52.21Z,34
49.01,44
36.00Z,38
91.02,1
95.11Z,137
56.21Z,84
52.29A,12
28.12,2
17.29Z,9
85.3A,2
96.21,1
62.11,187
85.1C,156
23.49Z,6
30.99Z,4
20.4Z,5
50.2Z,180
46.49Z,48
47.77Z,51
58.05,5
64.44,11
64.11Z,2
92.3J,3
54.04,2
45.4J,200
47.52A,76
78.20Z,62
01.47Z,39
13.30Z,2
80.2C,4
55.13,1
18.2G,2
86.90C,2
77.32Z,23
70.02,5
73.20Z,9
51.1G,1
15.13,3
81.22Z,29
52.4V,21
52.4Y,11
27.5G,2
43.34Z,464
88.99A,4
80.4D,51
95.21Z,25
29.5M,1
22.1G,1
21.02,4
93.19Z,159
36.4Z,4
81.29B,15
80.20Z,16
17.4A,7
28.10,1
52.4X,80
93.0N,74
25.61Z,15
54.08,12
72.20Z,11
46.74A,5
47.02,15
92.5C,2
49.20Z,3
42.91Z,2
28.11Z,2
64.20Z,305
87.10A,36
20.1B,5
52.7H,23
46.13Z,19
25.12Z,6
24.20Z,6
74.3B,8
90.01Z,627
01.43Z,196
46.71Z,36
86.90E,834
52.29B,52
85.31Z,50
03.22Z,12
71.3G,5
17.5G,1
58.08,2
48.07,4
01.74,1
