activitePrincipaleUniteLegale,count
47.99A,3055
33.20A,221
25.73B,52
58.19Z,88
48.04,4
45.20B,136
71.3E,11
14.31Z,2
31.03Z,8
64.11,1661
45.3H,34
70.3A,854
61.10Z,295
34.2A,18
15.8P,9
63.99Z,46
93.0A,22
87.30A,73
95.13,1
10.31Z,2
35.4A,4
55.3A,1549
46.45Z,266
65.12Z,192
33.03,2
92.14,7
45.1B,14
93.21,4
43.22A,3040
47.04,86
90.0E,5
95.12Z,57
74.09,11
26.3Z,1
01.63Z,1
32.2B,20
51.9B,208
22.1E,71
31.01Z,47
51.3Q,11
71.1A,34
26.1K,1
25.62A,3
24.01,3
41.10A,342
64.40,85
67.05,164
26.2A,10
16.01,2
93.0D,640
58.01,25
89.05,1
60.2N,86
43.11Z,114
02.10Z,38
01.44Z,1
14.39Z,18
01.1F,23
11.01Z,4
38.22Z,18
01.11Z,687
47.79Z,408
52.3A,183
00.97,539
84.11,98
23.19Z,26
28.30Z,8
67.12,5
27.4D,2
65.02,221
77.01,372
49.41A,1146
23.01,12
24.3Z,15
23.99Z,8
24.06,6
21.09,11
28.15,13
46.23Z,17
64.50,2
29.4C,4
99.00Z,2
09.90Z,2
92.3A,363
95.29Z,723
43.99A,488
52.4Z,726
64.23,142
29.5B,2
47.65Z,87
46.36Z,30
44.18,9
60.01,5
25.2A,11
85.02,4
44.23,1
29.4B,1
68.20A,7264
64.49,920
51.3J,55
55.40,390
85.1E,192
51.3A,60
60.11,6
60.20B,2
14.2A,5
05.0A,1
01.50,2
49.32Z,12887
45.3E,809
80.04,183
60.2E,1226
46.46Z,280
84.24Z,25
53.05,22
24.11,5
18.1Z,6
55.60,1149
45.2J,169
55.31,11
52.22Z,10
36.6E,41
73.09,1
80.30Z,32
86.22A,216
56.30Z,871
64.1C,105
22.19Z,42
15.8D,41
18.20Z,33
31.2B,2
75.04,2
17.1M,1
85.10Z,3
32.99Z,167
74.5A,45
36.2C,34
21.08,314
72.2Z,236
15.8B,89
01.2E,2
46.11Z,15
95.24,1
82.04,1
92.15,2
52.21Z,381
49.01,91
29.1D,16
36.00Z,93
95.11Z,692
56.21Z,876
17.29Z,31
52.29A,113
54.05,9
28.12,2
96.21,1
45.2C,3
62.11,548
85.1C,657
23.49Z,11
20.4Z,21
22.01,1
30.99Z,2
58.05,23
46.49Z,948
50.2Z,483
54.04,54
47.77Z,210
64.44,37
64.11Z,4
92.3J,1
45.4J,1040
78.20Z,527
47.52A,228
80.2C,7
01.47Z,15
13.30Z,25
18.2G,11
86.90C,3
11.07B,5
55.13,1
73.20Z,195
77.32Z,265
51.1G,47
70.02,9
52.4V,72
81.22Z,764
52.4Y,43
27.5G,5
43.34Z,4322
80.4D,169
22.1G,45
88.99A,61
29.5M,6
95.21Z,92
44.32,1
81.29B,175
93.19Z,330
80.20Z,375
17.4A,6
21.02,24
28.10,3
36.4Z,6
92.5A,1
52.4X,259
25.61Z,93
46.74A,105
93.0N,295
72.20Z,64
47.02,70
79.02,6
92.5C,3
28.11Z,5
54.08,14
33.1A,3
42.91Z,6
49.20Z,4
87.10A,106
64.20Z,2646
46.13Z,84
52.7H,120
25.12Z,61
24.20Z,11
24.44Z,2
20.1B,5
13.10,2
29.16,1
86.90E,5326
90.01Z,2561
52.29B,821
85.31Z,227
71.3G,130
46.71Z,112
74.3B,44
58.08,10
01.43Z,93
17.5G,27
51.5C,50
48.07,3
03.22Z,5
46.73B,165
77.10,159
71.20A,184
82.20Z,223
38.11Z,194
59.13,47
51.5A,18
31.13,22
25.01,9
62.1Z,8
44.41,5
29.3C,7
66.0A,6
43.32B,1091
80.4C,278
47.82Z,2278
17.12Z,7
01.07,1
47.75Z,354
94.91Z,354
94.92Z,28
42.22Z,86
77.12Z,119
52.2G,89
50.03,2
38.31Z,27
15.8T,1
15.07,3
56.10C,4127
74.10Z,1822
52.4R,419
74.90A,274
54.02,14
33.20C,51
01.16,4
40.34,3
32.03,1
15.9G,1
88.04,2
28.2A,2
43.91A,131
82.11Z,794
51.8L,43
24.05,2
87.20A,100
10.32Z,1
22.3C,6
29.1A,5
60.20A,5
46.44Z,71
93.13Z,114
55.4C,2
35.3A,2
86.10Z,251
64.41,92
81.30Z,1079
45.4L,87
20.16Z,28
49.05,115
25.72Z,37
28.5A,55
10.73Z,5
58.07,2
13.2Z,1
84.11Z,2001
50.4Z,87
43.99B,314
64.42,49
59.11,54
01.4B,193
42.21Z,70
23.31Z,1
29.3D,7
28.21Z,8
92.2F,1
20.42Z,56
52.02,4
80.2A,15
52.1F,15
22.23Z,27
45.2N,5
25.2G,21
50.1Z,841
79.12Z,86
29.13,40
36.5Z,16
52.7C,81
63.3Z,66
46.12B,39
90.0A,7
35.13Z,14
20.15Z,2
31.6C,4
60.2P,173
26.12Z,51
17.7C,28
85.01,11
28.6C,6
77.08,67
71.2E,7
63.4B,34
15.5C,1
33.3Z,40
83.01,6
29.21,2
01.21Z,33
66.30Z,358
10.13B,89
55.2C,6
18.07,7
13.91Z,3
41.10,2
55.20,3
95.22Z,100
45.4D,352
"",153
64.45,103
54.07,14
60.04,26
35.23Z,14
27.1Z,1
24.41Z,6
17.19,1
14.20Z,1
20.14Z,20
18.2D,146
51.30,19
70.2B,17
55.5A,91
17.11Z,2
95.11,2
71.2C,1
23.20Z,1
77.14,306
29.32Z,52
85.1G,801
33.11Z,59
17.21B,39
17.3Z,10
92.1J,10
59.05,12
89.07,7
29.5L,9
97.11,1
43.39Z,1134
34.3Z,33
22.29B,36
43.12B,59
96.16,8
25.1E,19
01.3Z,34
01.4A,7
10.52Z,8
37.02,2
29.2L,3
55.20Z,200
87.01,139
69.22,12
93.12Z,2708
43.22B,1461
43.29B,414
25.2H,39
94.11Z,66
26.51B,85
72.11Z,31
29.1F,16
29.4A,29
87.02,6
03.30,1
11.01,1
43.32A,2236
46.42Z,559
01.2G,6
46.35Z,3
30.0A,2
46.24Z,6
15.11Z,3
11.02B,2
65.1E,16
56.29B,322
28.1C,52
00.10,26
44.42,11
58.10,8
15.8M,3
60.07,17
58.12,211
25.62B,466
93.11Z,216
59.12,33
85.3H,11
29.31Z,6
29.1C,3
28.2B,1
69.25,229
28.93Z,34
74.1G,1497
72.5Z,117
72.19Z,131
67.09,37
47.01,210
58.06,71
46.22Z,32
21.14,2
91.3C,11
74.30Z,818
57.11,57
51.1A,6
21.11,23
47.11B,1121
36.1G,66
70.1F,229
79.11Z,220
38.32Z,331
96.03Z,305
84.30B,37
47.11C,170
63.4A,57
20.13B,3
52.2A,128
46.66Z,130
52.2P,135
47.61Z,112
92.3B,104
20.5C,2
27.33Z,14
30.02,2
57.02,11
24.4A,5
65.06,347
71.1Z,73
84.30A,17
30.30Z,16
59.20Z,392
64.19Z,659
74.07,2
51.8N,42
86.10,45
46.41Z,205
53.04,6
45.2L,37
26.6E,16
80.02,40
32.1D,7
77.13,11
43.32C,274
51.5H,38
87.06,66
32.1B,14
71.4A,1
28.7C,1
50.06,2
29.1J,2
55.70,217
59.13B,41
65.2E,71
01.24Z,47
13.92Z,96
21.07,18
23.63Z,12
86.23Z,1585
46.38B,235
49.39A,175
46.62Z,91
39.00Z,58
57.07,6
22.3E,2
02.20Z,35
51.8H,27
75.2J,1
55.4B,311
20.53Z,12
37.00Z,80
36.6A,22
84.06,3
21.2C,1
22.2J,125
46.17B,114
71.12A,122
62.42,96
67.13,6
17.13,1
52.6E,2479
25.03,21
96.25,19
35.3B,14
29.5E,19
86.08,20
26.20Z,26
32.91Z,2
28.7E,6
10.85Z,85
47.74Z,180
97.22,45
26.7Z,32
21.2L,15
25.1C,4
55.11,1
74.1J,1038
43.33Z,1587
68.32B,112
51.4Q,32
15.9S,3
73.07,5
20.41Z,24
30.40Z,1
45.5Z,9
65.2A,2
44.21,41
74.20Z,1175
47.22Z,703
64.12,148
37.2Z,66
67.1E,79
51.1C,11
01.80,4
17.2A,8
16.10B,21
14.1A,7
74.08,1
85.3B,2
24.2Z,2
56.10A,3009
64.30Z,327
46.72Z,175
47.11D,406
51.3T,122
86.01,4
24.52Z,2
96.02A,2550
82.19Z,1591
51.1R,552
51.4R,18
86.90D,3379
55.90Z,62
85.32Z,122
36.1E,33
17.6Z,2
24.5A,5
65.2F,4
46.19B,2273
71.2A,33
29.5P,6
78.02,169
31.09B,313
55.3B,741
47.23Z,61
28.4A,7
77.31Z,13
87.10C,25
01.25Z,2
45.3A,1127
69.12,656
46.69B,1123
85.20Z,48
73.12Z,281
85.42Z,226
21.05,1
63.05,48
48.05,8
57.04,18
31.16,3
30.91Z,7
51.5N,55
33.19Z,36
36.2A,1
55.1E,4
29.11,56
23.32Z,3
31.5B,2
47.11E,9
26.8A,1
58.11,25
64.24,216
51.3C,29
52.4E,116
01.00,6
