categorieJuridiqueUniteLegale,count
2110,519
7362,129
2700,19
7378,1
7364,69
5543,1
7353,120
5498,3315
2200,144
5306,10
6300,4
5546,6
5458,30
7160,4
6538,38
9221,7
6571,46
6533,865
4130,215
8110,25
7351,17
2100,15
2385,7
8490,5
5599,1521
5553,12
9110,386
5515,10
7490,4
6100,4
5615,1
7313,200
7323,37
5192,25
5510,101
6568,2
5308,12
9300,41
8160,3
4150,3
6577,2
5499,10667
7171,29
7379,7
5432,2
5660,30
2210,575
6573,38
6536,306
4160,3
7321,44
6200,12
9220,6268
8420,41
5699,137
4140,45
2300,1
7373,1
6500,19
2900,51
5191,1
8170,3
6317,116
5710,3991
5770,1
5453,12
5651,7
6575,4
5400,20
7385,14
5194,4
7361,367
1000,63455
5551,1
7348,20
7220,49
9240,3
7450,3
7345,51
5532,5
9230,48
7356,2
6572,12
7354,95
8410,21
9200,11
7179,9
5558,4
9260,5
3220,33
6220,166
6565,29
7383,9
4110,2
5720,2078
6574,6
5300,1
5200,11
7120,6
6599,2480
6578,7
7229,2
8450,13
6589,300
7331,79
7366,57
4100,4
8250,32
6596,166
6318,19
9900,67
5410,2
8140,4
6595,12
4120,90
6411,26
7365,5
9150,5
6560,3
7346,109
5585,2
6542,6
8210,100
5785,41
6543,9
8120,3
7210,1265
5560,15
5530,3
8100,1
5610,6
6511,8
6566,2
5455,1
6598,506
7355,16
5460,12
7389,43
5470,10
6561,37
5685,3
7410,4
5202,458
2120,4
2220,1
6532,14
6585,20
7520,6
6316,363
5547,2
6540,5516
9222,2
5800,2
9100,1
2320,5
7381,22
7190,1
7510,153
5485,230
5500,17
8311,13
6564,7
7384,6
6597,249
9210,3
3290,4
6541,271
7172,211
2310,14
8130,4
9970,1
6535,2
7372,2
8400,1
8310,26
7367,12
7357,2
9223,145
6534,131
7470,4
6576,18
3120,40
