activitePrincipaleUniteLegale,count
45.20B,30
47.99A,787
33.20A,63
31.03Z,8
58.19Z,23
25.73B,3
64.11,414
70.3A,108
61.10Z,31
87.30A,26
15.8P,5
63.99Z,6
93.0A,3
34.2A,10
45.3H,5
10.31Z,1
55.3A,707
65.12Z,242
45.1B,10
46.45Z,20
01.56,6
92.14,2
43.22A,554
47.04,58
01.63Z,5
90.0E,1
15.5A,2
74.09,1
95.12Z,5
22.1E,13
31.01Z,8
71.1A,5
51.9B,1
51.3Q,1
32.2B,1
67.05,55
64.40,18
41.10A,133
26.2A,11
93.0D,184
89.05,8
58.01,6
92.13,3
01.44Z,5
02.10Z,257
01.1F,40
14.39Z,9
11.01Z,31
60.2N,15
43.11Z,9
73.08,1
01.11Z,1791
00.97,317
52.3A,44
47.79Z,231
84.11,36
23.19Z,20
01.60,3
38.22Z,1
28.30Z,19
67.12,12
65.02,106
46.23Z,245
49.41A,197
77.01,32
23.99Z,9
28.15,1
24.3Z,1
29.4C,1
21.09,1
23.01,1
92.3A,115
95.29Z,225
52.4Z,191
47.65Z,51
64.23,28
60.01,11
46.36Z,14
90.13,2
43.99A,27
85.02,7
29.4B,2
44.18,2
25.2A,2
55.40,104
85.1E,55
68.20A,4097
64.49,136
51.3A,19
14.2A,11
51.3J,33
01.50,10
60.20B,1
05.0A,1
49.32Z,208
45.3E,166
60.2E,77
46.46Z,13
18.1Z,10
80.04,7
84.24Z,5
53.05,1
55.60,433
36.6E,15
45.2J,71
55.31,6
56.30Z,769
86.22A,49
15.8D,23
75.04,6
80.30Z,4
64.1C,13
18.20Z,9
85.10Z,3
32.99Z,114
74.5A,6
36.2C,3
72.2Z,14
01.2E,30
21.08,26
15.8B,52
46.11Z,22
52.21Z,58
91.02,3
36.00Z,49
49.01,102
56.21Z,182
52.29A,17
17.29Z,12
95.11Z,197
45.2C,1
28.12,1
85.3A,2
54.05,1
62.11,417
85.1C,202
22.01,6
30.99Z,3
20.4Z,1
23.49Z,4
50.2Z,170
46.49Z,91
54.04,10
47.77Z,90
64.44,13
64.11Z,2
58.05,5
92.3J,2
01.47Z,212
45.4J,229
47.52A,105
78.20Z,64
13.30Z,8
11.07B,5
80.2C,2
18.2G,5
86.90C,4
77.32Z,42
73.20Z,10
89.06,1
51.1G,1
52.4V,31
81.22Z,74
52.4Y,15
43.34Z,855
80.4D,50
88.99A,8
95.21Z,48
22.1G,5
93.19Z,230
17.4A,3
81.29B,29
36.4Z,2
80.20Z,17
92.5A,1
15.9J,1
21.02,3
72.20Z,15
47.02,2
52.4X,68
93.0N,102
46.74A,21
92.5C,10
25.61Z,17
54.08,11
28.11Z,5
42.91Z,5
64.20Z,738
87.10A,52
25.12Z,19
52.7H,26
46.13Z,12
20.1B,1
24.20Z,1
86.90E,1702
01.43Z,554
90.01Z,664
46.71Z,54
52.29B,15
51.5C,2
85.31Z,104
74.3B,12
03.22Z,22
71.3G,15
48.07,9
17.5G,3
58.08,1
59.13,7
29.3C,66
82.20Z,17
71.20A,86
46.73B,40
00.11,12
51.5A,8
77.10,26
38.11Z,21
25.01,1
62.1Z,1
44.41,1
31.13,1
47.82Z,158
43.32B,267
40.1Z,19
80.4C,25
42.22Z,36
52.2G,22
94.91Z,154
77.12Z,36
51.8P,8
94.92Z,16
47.75Z,67
38.31Z,5
15.8T,4
15.07,1
56.10C,878
74.10Z,230
