categorieJuridiqueUniteLegale,count
2110,357
7362,15
2700,17
7364,89
7353,213
5498,2363
2200,117
5306,9
6300,6
5458,21
5546,3
7160,1
6538,44
9221,21
6571,21
6533,533
4130,226
8110,42
7351,14
8490,14
2385,3
2100,7
5599,1207
5553,4
9110,211
5632,2
5515,19
6100,5
7323,50
7313,1
8290,1
5192,13
5510,77
5308,21
8160,5
4150,3
5499,8770
7171,28
5432,1
7379,5
5660,27
2210,498
6573,17
6536,82
4160,2
7321,39
6200,13
9220,5827
5196,26
8420,46
5699,72
4140,12
2300,3
7373,1
7312,1
6500,20
2900,109
5191,2
8170,4
6317,116
5710,3012
5453,4
5651,5
5770,3
6575,3
5400,59
7385,9
7361,270
1000,51586
5551,2
7348,7
9240,3
7220,43
7345,41
5532,3
7450,5
9230,77
6572,3
8410,24
7354,39
9200,4
7179,11
5558,15
9260,1
6565,24
6220,89
3220,24
7383,10
5542,1
4110,2
5720,1181
5200,15
7120,4
6599,837
6578,3
8450,9
6589,178
7366,50
7331,57
4100,1
8250,7
6596,134
6318,43
9900,44
5410,15
8140,2
6595,15
7113,2
4120,65
6411,34
7365,2
9150,10
6560,3
7346,91
5585,1
6542,2
8210,91
5785,21
6543,2
8120,1
7210,1106
5560,12
5451,1
5530,1
5610,1
6511,1
5455,2
6598,1115
7355,27
5460,4
7389,39
5470,7
5385,7
6561,21
5685,1
7410,3
5202,308
2120,4
2220,3
6532,4
6585,45
7520,17
6316,380
6540,5430
9222,18
5800,1
2320,2
7381,13
7510,94
5500,42
5485,177
8311,10
6564,13
7384,2
6597,705
9210,13
3290,3
6541,90
7172,164
8130,1
2310,6
6535,6
9970,1
7372,4
7371,1
7322,2
8400,4
8310,15
7367,2
9223,118
6534,432
6576,16
7470,3
3120,33
