categorieJuridiqueUniteLegale,count
2110,179
7362,11
7378,4
7364,40
5543,1
2200,107
5498,1911
7353,70
5306,6
6300,2
5458,16
5546,2
7160,6
9221,7
6571,4
6533,52
4130,148
8110,16
7351,7
2100,5
8490,7
2385,4
5654,1
5599,607
5553,1
9110,768
5515,17
7490,3
5615,4
8150,4
8290,1
5192,12
5510,67
6568,3
5443,2
5308,12
9300,1
3110,1
4150,3
5499,15640
7171,105
5432,1
7379,1
2210,500
6573,25
6536,1
6210,4
8200,3
4160,1
7321,18
6200,3
9220,3732
8420,10
4140,24
5699,40
2300,5
6500,30
2900,87
8170,4
6317,29
5710,3221
5770,4
5453,1
6575,3
5454,1
5400,15
7385,9
7361,28
5554,1
1000,46847
7363,1
5551,1
7348,7
7220,21
9240,2
7345,39
7450,2
9230,44
6572,9
7356,2
8410,16
9200,11
7354,3
7179,12
5558,3
9260,5
6220,69
3220,35
6565,13
7383,5
4110,9
5720,1930
6574,3
5300,1
7120,5
5200,6
6599,1129
7229,10
8450,24
7331,55
6589,136
4100,3
8250,6
6596,30
9900,23
5410,185
8470,4
8140,1
6595,4
4120,3
6411,10
9150,16
7230,1
6560,3
7346,21
5585,5
6542,29
8210,69
5785,36
8120,3
7210,433
5560,4
5505,5
8100,3
5610,2
6511,2
6598,101
5460,7
7355,18
7389,48
5470,12
5385,2
6561,12
5685,2
7410,17
5202,326
6569,4
2120,5
2220,9
6532,7
7130,2
6585,19
7520,1
6539,2
6316,54
6540,6384
9100,4
9224,2
5459,1
7381,18
7510,1
5485,162
5500,1
8510,1
5522,1
8311,3
6564,7
7384,6
6597,69
9210,9
6541,372
7172,89
2310,1
7372,1
6535,1
7367,1
8310,30
7357,1
9223,8
6534,42
6576,8
7470,1
3120,37
