categorieJuridiqueUniteLegale,count
2110,889
7362,156
2700,4
7378,1
7364,62
2200,142
5498,3240
7353,133
5306,9
6300,2
5458,69
5546,2
7160,1
9221,7
6538,2
6571,11
6533,383
4130,153
8110,26
7351,2
8490,18
2385,7
2100,10
5599,631
9110,843
5632,1
5515,51
6100,4
5615,8
7490,5
7323,17
5192,2
5510,57
5308,9
4150,33
6577,2
5499,10284
5432,10
7379,3
7171,23
5660,1
2210,697
6573,14
5669,1
6536,29
6210,2
8200,2
4160,2
7321,392
6200,9
9220,5671
8420,41
5699,88
2300,3
4140,38
7373,1
6500,35
2900,134
5191,1
8170,1
6317,54
5710,2489
5770,1
5651,7
6575,2
5400,46
5194,1
7385,4
7361,211
1000,53020
7363,2
7348,4
5551,2
9240,3
7220,30
5658,1
5532,3
7345,25
7450,1
9230,62
6901,1
6572,7
9200,1
7354,20
8410,12
7179,5
5558,2
9260,9
6220,96
3220,26
6565,9
7383,3
6537,40
4110,6
5720,1440
5200,20
7120,7
6599,1026
6578,4
8450,16
6589,226
7331,31
7366,5
4100,7
8250,10
6318,3
6596,50
9900,45
8140,3
6595,4
7342,4
4120,46
6411,14
7365,1
9150,29
6562,9
6560,1
7346,114
6542,14
8210,62
5785,27
6543,1
8120,2
7210,893
5560,24
5646,1
5530,1
5610,1
6511,6
6598,180
7355,34
5460,15
7389,32
5470,15
6561,25
5685,2
7410,8
5202,483
2120,7
2220,10
6532,11
6585,15
7520,8
6316,171
6540,6743
9100,2
9224,1
7381,10
7510,9
5485,148
5500,11
8311,1
6564,2
6597,28
9210,9
3290,3
6541,601
7172,143
2310,5
8130,3
7372,2
7371,2
7322,3
8400,2
8310,49
7367,4
7357,1
9223,27
6534,90
6576,15
7470,4
3120,99
