categorieJuridiqueUniteLegale,count
3210,2
7362,182
2110,560
6558,3
2700,19
3200,1
7364,186
3299,1
7353,222
5498,14776
2200,212
5306,176
6300,4
5458,38
5546,4
5520,2
7160,6
6538,7
9221,7
6571,19
6533,35
4130,297
8110,15
7351,31
8490,6
2385,14
2100,33
5599,7326
5553,3
9110,1704
5515,66
7490,2
6100,80
7323,23
5192,77
5510,252
6568,1
9300,40
5308,105
5443,1
8160,2
6567,3
3110,2
6577,6
4150,8
5499,89928
7171,47
5432,1
5660,53
2210,654
6573,17
5669,4
6210,18
6536,29
4160,4
7321,17
6200,15
9220,18436
8420,13
5699,309
4140,20
2300,13
7373,1
6500,41
6521,1
2900,470
5191,2
8170,13
6317,28
5710,21249
5770,16
5453,5
6575,11
5400,38
5643,1
5194,27
7385,19
7361,248
1000,181887
7348,43
5551,10
9240,11
7220,67
5658,2
7345,21
7450,2
5532,1
5203,1
9230,293
6572,15
7354,50
8410,44
9200,1
7179,12
5558,11
9260,6
3220,613
6220,445
6565,36
7383,33
4110,11
5720,18136
6574,2
5300,1
5200,26
7120,11
6599,4478
5552,6
6578,2
7229,5
8450,13
6589,973
7331,203
7366,13
5100,3
8250,3
4100,2
6318,10
6596,65
9900,193
5410,58
6595,16
4120,209
6411,55
7365,1
6562,5
9150,78
6560,4
7346,25
5585,2
6542,15
8210,70
5785,140
6543,17
8120,4
7210,1592
5560,34
5646,4
5505,2
5610,35
6551,4
6511,5
6566,3
6598,302
7355,20
5460,52
7389,89
5385,12
5470,38
6561,54
5685,2
7410,17
5202,1829
2120,10
2220,16
6585,53
5605,1
6539,5
6316,8
5547,7
6540,30520
9222,21
5800,26
9224,7
9100,1
5459,1
2320,1
7381,29
3205,2
7190,1
7510,1
5485,938
5500,13
8311,33
6564,17
7384,4
6597,201
9210,22
3290,84
6541,439
7172,416
2310,11
8130,26
6535,5
9970,2
7371,3
7372,60
7322,7
8400,7
7367,2
8310,89
9223,19
6534,119
7470,3
6576,24
3120,534
