categorieJuridiqueUniteLegale,count
3210,7
2110,984
7362,47
6558,2
2700,40
7378,3
3200,3
7364,196
2200,529
5498,24195
7353,41
5306,130
6300,10
5458,133
5546,9
7160,103
9221,24
6538,1
6571,15
6533,1
4130,285
5415,1
8110,48
7351,7
2100,25
8490,19
2385,6
5599,12196
5553,2
9110,4427
5515,155
5615,3
6100,63
7490,3
8150,1
8290,2
5192,85
5510,174
6568,1
5308,121
9300,59
6567,2
"",1
3110,3
6577,8
4150,3
5499,179530
7171,180
7379,3
5660,39
2210,1400
6573,14
6210,30
6536,14
8200,3
4160,7
7321,19
6200,38
9220,24066
8420,31
5699,545
2300,18
4140,53
7373,2
6500,81
6521,4
2900,715
5191,9
8170,18
6317,15
5710,29566
5770,7
5453,4
6575,17
5630,1
5400,261
7385,34
5194,39
7361,151
1000,273452
7363,2
5551,9
7348,14
9240,29
7220,146
5658,3
7345,17
7450,2
5532,3
5203,13
9230,274
6572,14
8410,224
9200,6
7354,5
7179,23
5558,61
9260,32
3220,436
6220,691
6565,20
7383,112
4110,21
5720,31345
6574,8
5200,65
7120,38
6599,3844
6578,10
5552,5
7229,18
8450,27
7331,261
6589,977
4100,9
7366,42
8250,4
5100,2
6596,35
6318,3
9900,429
5410,14
8470,1
8140,4
6595,7
4120,296
6411,74
9150,40
6562,7
7112,3
7230,5
6560,5
5585,20
6542,28
8210,153
8120,13
5785,190
6543,4
5560,132
7210,1464
5646,2
5505,2
5610,21
8100,1
6511,6
5455,2
6598,8
5460,98
7355,8
7389,214
5470,59
5385,3
6561,54
7410,38
5202,2507
6569,1
2120,21
2220,14
5670,1
7130,1
6585,43
6539,2
5547,4
6540,37422
9222,10
5800,11
9224,23
5459,4
2320,2
3205,1
7381,15
5559,2
7510,5
5485,800
5500,71
8510,2
8311,110
6564,32
7384,7
6597,12
9210,48
3290,67
6541,1198
7172,466
8130,22
2310,15
9970,2
7372,1
7371,8
7322,2
8400,10
8310,209
7367,2
9223,5
6534,17
6576,28
7470,3
3120,1453
