activitePrincipaleUniteLegale,count
47.99A,4613
58.19Z,129
45.20B,179
33.20A,173
31.03Z,7
71.3E,9
48.04,10
25.73B,11
70.3A,1871
64.11,2516
87.30A,102
45.3H,23
63.99Z,43
34.2A,13
61.10Z,112
10.31Z,6
93.0A,25
15.8P,19
95.13,3
35.4A,2
65.12Z,380
55.3A,3860
45.1B,41
46.45Z,182
92.14,7
33.03,2
93.21,3
43.22A,4397
47.04,181
26.3Z,13
95.12Z,72
74.09,26
90.0E,3
31.01Z,24
51.9B,55
22.1E,63
71.1A,49
32.2B,20
51.3Q,6
24.01,3
41.10A,1095
67.05,207
64.40,125
26.2A,101
16.01,14
28.11,1
93.0D,918
58.01,24
89.05,5
92.13,1
02.10Z,87
43.11Z,56
60.2N,64
11.01Z,32
01.1F,126
14.39Z,21
01.44Z,1
73.08,6
52.3A,246
01.11Z,376
00.97,2546
47.79Z,973
84.11,177
23.19Z,52
38.22Z,10
67.12,26
01.60,6
28.30Z,9
27.4D,4
77.01,391
65.02,358
49.41A,559
46.23Z,27
99.00Z,2
24.3Z,10
23.99Z,15
28.15,4
44.22,1
09.90Z,3
21.09,3
23.01,4
24.06,1
29.4C,1
52.4Z,1612
92.3A,726
95.29Z,1242
43.99A,617
64.23,247
47.65Z,150
46.36Z,23
85.02,3
60.01,9
44.18,6
90.13,3
25.2A,4
44.20,1
68.20A,30668
64.49,984
85.1E,312
55.40,639
14.2A,16
51.3J,142
05.0A,47
60.11,13
01.50,5
51.3A,88
60.20B,3
60.2E,362
49.32Z,2129
45.3E,843
46.46Z,186
53.05,18
80.04,32
84.24Z,9
44.25,1
18.1Z,11
90.0G,1
80.07,2
55.60,4143
36.6E,142
45.2J,74
52.22Z,100
55.31,11
45.2R,24
73.09,2
75.04,8
86.22A,412
56.30Z,2496
15.8D,186
64.1C,44
80.30Z,95
22.19Z,8
18.20Z,8
31.2B,1
85.10Z,1
36.2C,44
32.99Z,475
74.5A,32
46.11Z,28
72.2Z,107
15.8B,465
21.08,62
95.24,6
01.2E,5
92.15,1
49.01,244
52.21Z,269
36.00Z,133
91.02,2
29.1D,4
93.11,3
26.6J,1
95.11Z,893
56.21Z,1118
52.29A,100
17.29Z,26
28.12,2
54.05,10
45.2C,6
85.3A,1
96.21,1
62.11,1197
85.1C,955
20.4Z,4
23.49Z,18
22.01,1
47.77Z,502
46.49Z,669
50.2Z,877
64.44,80
54.04,77
92.3J,8
58.05,13
64.11Z,3
45.4J,1447
47.52A,564
78.20Z,473
01.47Z,265
13.30Z,62
80.2C,6
55.13,3
11.07B,2
