activitePrincipaleUniteLegale,count
47.99A,372
58.19Z,8
45.20B,13
31.03Z,3
33.20A,2
25.73B,2
48.04,3
64.11,212
70.3A,31
61.10Z,17
34.2A,4
87.30A,8
15.8P,4
55.3A,427
65.12Z,100
45.1B,2
46.45Z,9
92.14,2
01.56,3
93.21,1
43.22A,278
47.04,27
15.5A,5
95.12Z,8
22.1E,7
31.01Z,3
51.3Q,2
32.2B,1
41.10A,13
64.40,14
67.05,75
26.2A,7
16.01,4
93.0D,107
92.13,2
89.05,5
58.01,1
02.10Z,341
01.1F,50
43.11Z,4
14.39Z,10
11.01Z,10
60.2N,3
01.44Z,1
00.97,334
52.3A,26
01.11Z,118
47.79Z,111
84.11,18
01.60,4
67.12,5
23.19Z,5
28.30Z,7
65.02,46
49.41A,134
46.23Z,138
77.01,15
24.3Z,4
23.99Z,7
95.29Z,118
52.4Z,79
92.3A,43
64.23,24
43.99A,2
47.65Z,23
60.01,7
46.36Z,2
90.13,1
29.4B,1
55.40,79
68.20A,970
01.50,55
64.49,183
85.1E,25
14.2A,5
51.3J,34
51.3A,7
45.3E,94
49.32Z,192
60.2E,95
80.04,2
46.46Z,8
53.05,1
44.25,1
84.24Z,1
55.60,260
36.6E,11
45.2J,65
86.22A,19
56.30Z,610
15.8D,20
75.04,2
64.1C,1
22.19Z,2
18.20Z,2
74.5A,22
32.99Z,36
36.2C,2
01.2E,13
15.8B,18
72.2Z,6
46.11Z,25
21.08,10
49.01,33
36.00Z,20
52.21Z,16
56.21Z,51
95.11Z,87
52.29A,15
17.29Z,3
96.21,1
62.11,222
85.1C,116
22.01,1
20.4Z,2
50.2Z,101
47.77Z,34
54.04,2
46.49Z,24
64.44,11
64.11Z,2
58.05,1
45.4J,150
01.47Z,50
47.52A,46
78.20Z,28
11.07B,9
55.13,1
80.2C,3
86.90C,1
15.13,1
51.1G,1
77.32Z,11
89.06,1
73.20Z,2
81.22Z,34
52.4V,14
52.4Y,14
43.34Z,604
80.4D,33
95.21Z,27
88.99A,3
93.19Z,163
81.29B,5
80.20Z,12
36.4Z,2
17.4A,3
93.0N,36
52.4X,43
46.74A,10
25.61Z,11
92.5C,2
79.02,2
54.08,2
72.20Z,4
64.20Z,275
87.10A,22
52.7H,18
20.1B,4
25.12Z,7
46.13Z,3
90.01Z,258
01.43Z,263
86.90E,661
52.29B,18
71.3G,4
85.31Z,72
17.5G,2
46.71Z,47
03.22Z,11
74.3B,5
48.07,8
29.3C,11
59.13,4
82.20Z,16
71.20A,36
00.11,4
77.10,5
46.73B,16
51.5A,13
38.11Z,10
31.13,1
25.01,1
47.82Z,64
43.32B,86
80.4C,17
01.07,7
40.1Z,1
38.31Z,5
94.91Z,71
51.8P,7
77.12Z,14
47.75Z,21
42.22Z,15
15.07,1
94.92Z,3
52.2G,4
56.10C,312
74.90A,36
54.02,2
74.10Z,95
52.4R,40
33.20C,1
01.16,1
15.9G,1
43.91A,29
82.11Z,45
06.01,5
87.20A,9
51.8L,1
60.20A,2
46.44Z,10
55.4C,12
93.13Z,3
64.41,27
81.30Z,203
49.05,13
86.10Z,45
25.72Z,1
84.11Z,1483
42.21Z,6
43.99B,3
01.4B,38
29.3D,8
64.42,13
50.4Z,14
59.11,2
20.42Z,8
80.2A,7
52.1F,1
22.23Z,1
50.1Z,84
52.7C,11
46.12B,2
63.3Z,22
90.0A,9
35.13Z,39
79.12Z,8
36.5Z,6
20.15Z,1
25.2G,1
31.6C,1
29.13,1
60.2P,2
85.01,1
17.7C,1
77.08,23
15.5C,29
83.01,2
63.4B,3
66.30Z,135
55.2C,16
01.21Z,17
10.13B,39
41.10,3
18.07,1
64.45,19
95.22Z,36
"",53
45.4D,22
35.23Z,2
54.07,3
70.2B,154
55.5A,15
95.11,13
18.2D,1
20.14Z,3
71.2C,1
85.1G,135
77.14,25
17.3Z,1
17.21B,4
33.11Z,3
92.1J,3
97.11,1
01.3Z,226
43.39Z,88
01.4A,89
43.12B,15
37.02,1
22.29B,2
34.3Z,1
55.20Z,488
87.01,25
02.10,3
93.12Z,719
43.22B,94
94.11Z,44
43.29B,7
69.22,25
72.11Z,4
26.51B,2
03.30,1
46.24Z,1
43.32A,522
01.2G,7
46.42Z,19
00.30,16
00.10,75
56.29B,51
28.1C,2
88.03,1
85.3H,2
93.11Z,23
25.62B,21
60.07,6
58.12,7
67.09,12
74.1G,24
72.19Z,14
58.06,8
46.22Z,2
72.5Z,7
95.12,1
28.93Z,1
57.11,5
74.30Z,39
51.1A,4
21.11,1
79.11Z,38
47.11B,256
47.11C,60
38.32Z,38
70.1F,11
36.1G,34
96.03Z,47
01.64Z,1
20.13B,2
63.4A,4
84.30B,1
57.02,47
47.61Z,22
52.2P,23
92.3B,7
52.2A,10
46.66Z,10
65.06,90
64.19Z,163
84.30A,16
45.2L,5
53.04,2
86.10,7
59.20Z,7
46.41Z,3
51.8N,2
26.6E,5
80.02,2
31.5A,1
00.12,1
87.06,11
43.32C,4
51.5H,2
01.24Z,25
13.92Z,38
55.70,18
23.63Z,4
59.13B,6
21.07,2
65.2E,1
86.23Z,219
22.3E,1
02.20Z,168
46.38B,15
49.39A,42
57.07,1
39.00Z,2
75.2J,2
46.62Z,2
55.4B,355
37.00Z,8
36.6A,1
84.06,1
62.42,18
67.13,5
22.2J,4
71.12A,22
46.17B,1
52.6E,153
96.25,3
29.5E,1
25.03,1
86.08,2
10.85Z,12
47.74Z,37
55.11,3
26.7Z,6
97.22,23
21.2L,1
25.1C,1
74.1J,331
20.41Z,6
43.33Z,168
68.32B,12
73.07,1
15.9S,1
47.22Z,173
37.2Z,5
74.20Z,106
01.80,84
64.12,49
14.1A,6
44.21,4
16.10B,7
67.1E,1
56.10A,762
64.30Z,36
47.11D,66
46.72Z,2
51.3T,10
86.90D,962
82.19Z,90
96.02A,513
85.32Z,37
51.1R,43
55.90Z,7
00.31,5
36.1E,1
46.19B,231
71.2A,15
77.31Z,261
47.23Z,9
01.25Z,22
78.02,73
31.09B,119
55.3B,69
28.4A,5
87.10C,4
46.69B,23
45.3A,110
69.12,50
73.12Z,13
85.42Z,11
63.05,6
85.20Z,10
48.05,2
57.04,5
33.19Z,1
23.32Z,5
51.5N,1
24.1A,1
29.11,2
70.1C,75
64.24,37
51.3C,15
52.4E,36
46.76Z,4
01.00,3
58.11,2
77.04,2
94.12Z,42
55.30Z,51
10.89Z,14
61.01,2
52.7D,5
89.04,2
61.20Z,4
59.07,3
86.11,2
43.91B,242
87.04,13
36.10,43
47.53Z,8
72.2A,2
47.05,2
94.99Z,1665
81.11,24
67.2Z,93
21.20Z,2
47.76Z,109
14.13Z,61
85.60Z,6
70.10Z,82
77.05,18
77.29Z,24
24.10Z,2
62.45,12
24.4C,1
10.71A,6
01.4D,4
08.11Z,8
15.09,2
49.31Z,4
10.51A,7
45.2F,5
82.06,12
91.02Z,3
47.59A,80
79.90Z,44
02.20,153
82.99Z,96
47.21Z,31
32.20Z,7
01.57,4
41.10C,4
28.99B,1
66.12Z,1
23.41Z,40
80.4A,21
01.63,3
85.1A,1
78.10Z,3
48.02,7
36.1K,8
79.05,1
47.19A,2
86.06,31
15.12Z,35
52.7A,15
63.12Z,6
45.3F,15
79.06,18
11.07A,1
75.1G,2
56.29A,20
93.21Z,20
92.21,6
20.1A,31
46.16Z,2
51.6N,10
33.15Z,2
14.12Z,1
51.4N,3
15.8A,7
95.22,2
39.02,2
26.1J,2
94.20Z,31
38.50,22
49.10Z,57
00.99,1
24.03,3
53.03,1
90.04Z,5
20.59Z,1
91.1C,1
51.1T,8
59.11B,15
23.70Z,36
74.1A,29
01.30Z,12
02.0D,22
22.1A,6
50.3B,5
28.7P,5
34.02,1
51.9A,2
58.29B,3
86.22C,197
47.43Z,7
47.52B,22
66.0E,2
67.01,259
13.10Z,1
01.28Z,27
52.2J,11
87.30B,4
15.8F,2
02.0B,163
47.78C,203
92.3H,22
46.63Z,5
66.19B,17
28.18,1
74.8D,1
27.90Z,2
64.14,80
71.4B,16
67.03,4
78.01,3
47.72A,70
63.11Z,14
74.8A,19
75.1E,10
84.03,1
15.08,1
86.12,6
45.4M,15
87.03,63
25.71Z,14
00.00Z,41
64.47,18
01.1G,4
51.6J,2
64.2B,1
28.16,3
47.78A,68
69.23,75
45.4A,34
82.30Z,18
46.34Z,32
60.10Z,9
70.3E,6
26.1E,1
74.7Z,15
60.2C,7
24.02,2
92.12,1
51.4D,1
28.29B,2
54.03,1
62.43,110
47.64Z,89
46.21Z,105
90.12,11
12.04,1
70.1A,11
45.2P,1
85.04,6
55.73,172
77.21Z,16
85.3J,3
77.03,7
72.3Z,7
26.40Z,1
62.01Z,115
01.70,13
85.1H,3
52.2L,13
49.03,3
66.03,2
42.99Z,142
55.71,222
51.3G,26
31.02Z,6
43.29A,20
10.82Z,10
25.92Z,2
55.12,2
63.4C,1
62.41,21
01.50Z,98
91.2Z,2
46.18Z,29
10.71B,17
51.2G,1
46.17A,1
21.2G,1
46.19A,7
84.13,6
43.21B,4
59.10,6
77.34Z,1
35.01,31
84.12Z,59
46.33Z,57
29.20Z,14
28.1A,4
