categorieJuridiqueUniteLegale,count
7362,106
2110,1511
2700,39
7378,2
7364,192
7353,206
2200,331
5498,11935
5306,53
6300,39
5458,28
5546,2
5520,1
7160,4
9221,15
6538,1
6571,23
6533,2555
5642,2
4130,302
8110,24
7351,15
2100,40
8490,24
2385,18
5599,2224
5553,18
9110,887
5515,127
7490,2
6100,2
7323,138
5195,1
5192,17
5510,117
5308,37
9300,15
8160,4
6577,11
4150,63
5499,33272
7171,35
7379,3
5432,1
5660,2
2210,1406
6573,43
8200,8
6536,46
6210,7
4160,3
7321,216
6200,53
9220,14432
8420,88
5699,181
4140,36
2300,14
7312,10
6500,55
2900,245
5191,2
8170,14
6317,257
5710,9585
5453,51
5770,28
5651,17
6575,12
5454,8
5400,141
5194,201
7385,11
7361,559
5554,48
1000,128243
7363,1
7348,8
5551,5
7220,64
9240,49
7345,48
5532,4
7450,3
5203,1
9230,111
6901,76
6572,6
8410,28
7354,108
9200,93
7179,9
5558,51
9260,7
6220,293
3220,132
6565,97
7383,9
5542,1
4110,5
5720,3802
6574,6
5300,1
5200,40
7120,4
6599,2580
6578,1
5552,9
8450,25
6589,600
7331,73
7366,52
5100,4
4100,3
8250,11
6596,292
6318,19
9900,345
8470,6
5410,9
8140,3
6595,354
4120,77
6411,61
7365,2
9150,128
6562,5
7230,2
6560,1
7346,289
5585,6
6542,19
8210,379
5785,47
6543,4
8120,1
7210,2024
5560,74
5530,2
5610,3
8100,4
6511,11
6598,2879
7355,40
5460,34
7389,63
7200,1
5470,34
5385,1
6561,35
5685,3
7410,14
5202,1193
6569,1
2120,31
2220,69
5531,2
6532,2
6585,13
7520,7
6539,7
6316,1090
5547,7
6540,19159
9222,39
5800,24
9100,9
9224,2
2320,5
7381,42
5559,1
7510,186
5485,616
5500,33
8311,22
6564,15
7384,3
6597,581
9210,21
3290,6
6541,643
7172,281
2310,31
8130,4
6535,3
9970,4
7372,2
7322,24
8400,10
7367,82
8310,58
9223,433
6534,403
6576,24
7470,12
3120,73
