categorieJuridiqueUniteLegale,count
3210,15
2110,384
7362,125
6558,1
2700,79
7378,8
3200,2
7364,200
5543,2
5498,41461
2200,272
7353,37
5306,150
6300,12
5426,3
5458,76
5546,20
7160,30
9221,82
6538,4
6571,99
6533,111
5193,2
4130,520
5415,4
8110,127
7351,5
8490,78
2100,35
2385,4
5654,1
5599,5614
5553,21
9110,1274
5632,11
5653,1
5515,212
5615,3
7490,27
6100,18
5195,1
8150,15
8290,18
5192,17
5510,347
6568,7
9300,101
5308,43
5443,3
8160,5
4150,47
6577,4
5499,131403
7171,501
5432,16
7379,28
5660,1
2210,2288
6573,185
6210,26
8200,3
7382,1
7321,42
6200,29
9220,53155
8420,192
5699,389
4140,59
2300,15
7373,13
6500,68
6521,2
2900,669
5191,2
8170,53
6317,251
5710,27172
5770,37
5453,117
6575,10
5454,10
5630,1
5400,68
7385,80
5194,40
7361,177
5554,7
1000,471342
7348,70
5551,3
7220,358
9240,39
5658,2
5532,12
7450,29
7345,25
5203,24
5555,12
9230,263
6901,1
6572,20
7356,1
8410,247
7354,23
9200,1
7179,120
5558,15
9260,4
6220,1237
3220,94
6565,55
7383,67
5542,1
4110,48
5720,17511
6574,57
5300,1
5200,37
7120,37
6599,5830
6578,29
5552,8
7229,14
8450,111
7331,459
6589,1408
7366,20
8250,45
4100,5
5100,3
6596,199
6318,20
9900,140
5410,43
8470,5
6595,38
7365,4
6411,64
4120,27
9150,208
6562,9
7230,39
7112,2
6560,17
7346,19
5585,17
6542,145
8210,584
5785,359
8120,16
6543,36
7210,1985
5560,169
7225,33
5505,2
5530,6
5451,2
6551,1
6511,22
5455,42
6598,1385
5460,146
7355,27
7389,433
5652,1
5470,100
5385,22
5431,2
6561,42
5685,6
7410,84
5202,40115
2120,5
6554,4
2220,83
6532,66
7130,8
6585,83
7520,8
6539,129
6316,273
5547,2
6540,39897
9222,50
5800,3
9100,6
9224,21
2320,21
5459,5
3205,4
7381,140
7510,3
5485,1951
5500,10
8311,48
6564,56
7384,50
6597,1116
9210,53
5548,1
3290,23
6541,3712
7172,565
2310,114
8130,22
6535,7
9970,15
7372,10
7322,1
8400,3
8310,95
7367,7
9223,55
5570,1
6534,422
6576,52
7470,11
8190,1
3120,448
