activitePrincipaleUniteLegale,count
33.20A,193
47.99A,2000
45.20B,111
25.73B,12
58.19Z,59
31.03Z,8
48.04,7
71.3E,2
14.31Z,1
64.11,1204
70.3A,645
63.99Z,23
45.3H,14
87.30A,30
61.10Z,67
34.2A,13
15.8P,11
95.13,4
93.0A,9
01.12Z,2
55.3A,1338
65.12Z,290
46.45Z,84
92.14,2
45.1B,25
43.22A,1809
47.04,94
95.12Z,41
74.09,16
01.63Z,2
26.3Z,1
90.0E,1
22.1E,53
31.01Z,16
71.1A,19
32.2B,8
51.9B,30
26.1K,1
24.01,1
51.3Q,1
67.05,90
64.40,79
16.01,10
26.2A,55
41.10A,363
93.0D,478
89.05,10
58.01,15
23.65Z,3
01.1F,404
73.08,4
02.10Z,22
14.39Z,5
43.11Z,19
11.01Z,13
60.2N,13
01.44Z,3
47.79Z,919
84.11,87
01.11Z,969
00.97,1184
52.3A,102
28.30Z,27
23.19Z,33
38.22Z,8
27.4D,3
67.12,16
01.60,1
65.02,278
77.01,176
49.41A,723
28.15,9
21.09,3
46.23Z,13
24.06,3
24.3Z,6
23.99Z,6
23.01,2
60.01,27
52.4Z,727
92.3A,421
95.29Z,734
64.23,139
43.99A,231
47.65Z,76
44.23,2
46.36Z,19
44.18,3
25.2A,7
85.02,1
68.20A,13627
64.49,512
51.3A,308
85.1E,147
55.40,295
51.3J,98
14.2A,18
60.11,3
01.50,4
60.20B,1
49.32Z,815
45.3E,369
60.2E,107
46.46Z,100
44.25,1
80.04,20
53.05,9
24.11,1
84.24Z,7
18.1Z,2
80.07,1
55.60,1841
36.6E,58
45.2J,28
55.31,11
52.22Z,5
45.2R,1
86.22A,280
56.30Z,1132
15.8D,88
64.1C,40
80.30Z,50
22.19Z,13
75.04,8
18.20Z,9
31.2B,1
85.10Z,2
32.99Z,197
74.5A,40
36.2C,24
15.8B,198
72.2Z,57
01.2E,12
21.08,53
46.11Z,37
92.15,1
49.01,122
52.21Z,128
36.00Z,85
29.1D,5
93.11,1
91.02,2
56.21Z,629
95.11Z,384
52.29A,81
28.12,3
17.29Z,46
54.05,5
45.2C,5
21.16,1
96.21,2
62.11,565
85.1C,463
23.49Z,14
20.4Z,26
22.01,6
30.99Z,1
50.2Z,460
46.49Z,311
47.77Z,216
54.04,42
64.44,37
58.05,12
64.11Z,4
45.4J,408
47.52A,316
78.20Z,379
11.07B,11
13.30Z,36
01.47Z,126
80.2C,3
55.13,4
86.90C,2
51.1G,16
73.20Z,70
77.32Z,121
15.13,1
81.22Z,235
52.4V,86
52.4Y,36
27.5G,1
22.1G,15
43.34Z,2386
80.4D,119
88.99A,19
95.21Z,58
80.20Z,100
93.19Z,431
81.29B,164
17.4A,18
36.4Z,9
79.02,4
52.4X,244
72.20Z,62
25.61Z,58
93.0N,278
54.08,39
46.74A,73
42.91Z,14
49.20Z,2
47.02,26
92.5C,2
17.5C,1
11.04Z,7
33.1A,1
64.20Z,2156
25.12Z,83
46.13Z,53
13.10,1
87.10A,99
20.1B,18
52.7H,80
24.20Z,13
24.44Z,1
74.3B,25
86.90E,3853
90.01Z,1939
01.43Z,219
85.31Z,122
03.22Z,13
52.29B,167
71.3G,27
46.71Z,108
58.08,10
17.5G,8
51.5C,9
48.07,9
01.74,1
38.11Z,57
82.20Z,109
31.13,11
77.10,119
46.73B,108
44.41,5
71.20A,116
59.13,50
29.3C,39
25.01,4
51.5A,18
66.0A,5
00.11,5
62.1Z,1
43.32B,650
80.4C,157
47.82Z,966
01.07,11
17.12Z,8
40.1Z,4
15.07,10
94.91Z,267
42.22Z,77
15.8T,1
52.2G,109
47.75Z,235
77.12Z,90
38.31Z,11
94.92Z,15
51.8P,9
50.03,2
23.3Z,4
40.33,3
01.16,44
56.10C,3743
74.90A,295
74.10Z,1010
52.4R,317
15.9G,32
88.04,19
33.20C,20
40.34,2
28.2A,1
32.03,2
54.02,3
82.11Z,474
43.91A,233
10.32Z,14
51.8L,12
87.20A,48
29.1A,2
60.20A,3
22.3C,2
06.01,1
46.44Z,45
93.13Z,79
61.1A,2
15.11,3
55.4C,5
39.07,1
49.05,77
81.30Z,1678
10.73Z,21
64.41,106
86.10Z,219
28.5A,9
25.72Z,22
45.4L,24
20.16Z,9
17.15,1
84.11Z,1327
43.99B,52
01.4B,212
64.42,45
42.21Z,68
59.11,26
50.4Z,78
23.31Z,9
28.21Z,2
29.3D,16
22.23Z,18
20.42Z,59
74.06,1
52.02,7
80.2A,6
52.1F,2
45.2N,1
50.1Z,509
63.3Z,60
52.7C,66
46.12B,18
79.12Z,64
29.13,5
36.5Z,12
25.2G,10
35.13Z,18
36.6C,5
31.6C,3
90.0A,4
91.06,1
20.15Z,5
60.2P,47
17.7C,3
85.01,8
26.12Z,1
15.5C,4
77.08,100
33.3Z,26
63.4B,12
83.01,8
71.2E,4
28.6C,6
01.21Z,7143
55.2C,33
66.30Z,309
10.13B,49
55.20,8
13.91Z,3
18.07,4
41.10,2
26.2C,1
64.45,78
54.07,21
60.04,18
45.4D,135
"",211
95.22Z,104
35.23Z,16
17.19,6
14.20Z,1
20.14Z,9
70.2B,155
95.11,9
71.2C,2
55.5A,24
51.30,10
18.2D,23
23.20Z,7
84.01,1
85.1G,843
77.14,241
92.1J,6
33.11Z,60
17.21B,17
29.32Z,24
59.05,5
41.08,1
97.11,1
89.07,1
29.5L,2
17.3Z,5
60.3Z,1
01.4A,128
01.3Z,166
43.12B,110
43.39Z,1186
34.3Z,5
96.16,10
10.52Z,24
22.29B,17
25.1E,5
37.02,10
27.3C,1
64.2D,1
55.20Z,1255
87.01,139
02.10,1
25.2H,10
94.11Z,141
69.22,17
93.12Z,1951
03.30,1
43.22B,819
43.29B,191
03.20,1
29.1F,4
72.11Z,14
26.51B,14
29.4A,4
11.01,1
87.02,3
43.32A,1434
46.42Z,150
11.02B,100
01.2G,33
46.24Z,11
46.35Z,1
30.0A,2
65.1E,3
00.10,328
56.29B,109
00.30,29
15.8M,10
28.1C,57
44.42,10
58.10,7
60.07,96
25.62B,129
58.12,69
59.12,43
93.11Z,152
85.3H,8
29.1C,1
33.4A,1
67.09,86
47.01,43
74.1G,540
69.25,51
72.19Z,128
72.5Z,54
58.06,38
46.22Z,80
95.12,2
85.3E,3
28.93Z,7
28.3B,3
91.3C,1
21.14,1
74.30Z,446
21.11,21
51.1A,22
57.11,63
96.03Z,247
36.1G,113
70.1F,204
47.11B,773
38.32Z,131
47.11C,144
79.11Z,183
63.4A,27
84.30B,8
20.13B,8
52.2A,188
92.3B,70
47.61Z,107
52.2P,210
46.66Z,41
20.5C,6
27.33Z,2
57.02,8
30.02,2
65.06,462
64.19Z,580
46.41Z,49
86.10,33
51.8N,18
59.20Z,89
71.1Z,37
30.30Z,13
45.2L,30
84.30A,37
53.04,3
77.13,15
80.02,9
26.6E,20
31.5A,2
00.12,1
43.32C,129
87.06,67
29.1J,2
32.1B,5
51.5H,11
28.7C,2
01.24Z,1388
65.2E,36
75.02,1
13.92Z,175
