activitePrincipaleUniteLegale,count
33.20A,110
47.99A,2065
58.19Z,22
45.20B,44
31.03Z,3
71.3E,3
25.73B,4
48.04,2
14.31Z,1
64.11,478
34.2A,14
87.30A,29
70.3A,298
61.10Z,47
63.99Z,11
93.0A,5
45.3H,2
95.13,1
15.8P,5
55.3A,755
65.12Z,202
01.56,7
46.45Z,36
45.1B,2
93.21,1
43.22A,741
47.04,165
95.12Z,20
90.0E,4
74.09,6
15.5A,5
31.01Z,26
32.2B,4
22.1E,16
71.1A,15
25.62A,3
51.9B,5
51.3Q,1
67.05,99
41.10A,141
26.2A,6
64.40,28
16.01,1
93.0D,256
89.05,7
58.01,5
02.10Z,212
11.01Z,19
14.39Z,8
60.2N,3
43.11Z,9
01.1F,4
73.08,2
84.11,49
52.3A,82
01.11Z,5080
47.79Z,307
28.30Z,19
00.97,30
67.12,10
23.19Z,15
38.22Z,1
01.60,8
65.02,136
49.41A,251
77.01,107
46.23Z,52
64.50,4
23.99Z,6
24.3Z,5
29.4C,1
24.06,1
21.09,3
28.15,3
23.01,2
64.23,84
92.3A,177
95.29Z,657
52.4Z,185
43.99A,33
47.65Z,40
60.01,34
90.13,5
85.02,1
46.36Z,5
29.5B,1
29.4B,1
01.50,20
64.49,238
68.20A,4244
55.40,155
85.1E,66
51.3J,23
51.3A,19
14.2A,8
60.20B,1
60.11,2
45.3E,202
49.32Z,310
60.2E,95
46.46Z,43
80.04,4
84.24Z,8
53.05,3
44.25,1
55.60,679
45.2J,58
36.6E,29
55.31,6
52.22Z,1
56.30Z,649
86.22A,109
80.30Z,12
15.8D,30
64.1C,25
18.20Z,12
22.19Z,4
32.99Z,146
36.2C,11
74.5A,27
21.08,73
46.11Z,21
72.2Z,24
15.8B,27
01.2E,16
92.15,2
36.00Z,68
49.01,101
52.21Z,47
91.02,2
95.11Z,261
56.21Z,197
17.29Z,14
52.29A,38
54.05,4
45.2C,2
85.1C,346
62.11,321
20.4Z,12
23.49Z,2
46.49Z,151
50.2Z,272
47.77Z,88
64.44,7
64.11Z,5
54.04,5
92.3J,2
58.05,2
45.4J,286
01.47Z,90
47.52A,116
78.20Z,164
55.13,1
13.30Z,15
86.90C,5
18.2G,5
80.2C,2
11.07B,2
73.20Z,31
77.32Z,67
51.1G,4
15.13,1
81.22Z,109
52.4V,48
52.4Y,25
43.34Z,976
95.21Z,29
22.1G,15
80.4D,89
88.99A,11
81.29B,63
