categorieJuridiqueUniteLegale,count
3210,3
2110,585
7362,42
2700,20
7378,3
7364,68
7353,247
2200,154
5498,3241
5306,19
6300,4
5458,13
5546,12
7160,1
6538,34
9221,11
6571,16
6533,315
4130,243
8110,32
7351,17
2100,22
8490,10
2385,12
5599,1755
5553,4
9110,302
5515,26
7490,3
6100,5
5615,1
7323,88
5192,17
5510,87
5308,90
9300,6
8160,7
6567,1
5499,12848
7171,29
5432,5
7379,4
5660,46
2210,409
6573,28
6536,155
6210,3
8200,2
4160,2
7321,90
6200,23
9220,6051
8420,58
5699,96
4140,42
2300,4
6500,29
2900,212
5191,5
8170,5
6317,217
5710,4169
5770,16
5453,7
5651,13
6575,2
5400,33
5194,1
7385,11
7361,361
1000,62950
7363,1
7348,9
5551,4
9240,13
7220,87
7345,63
5532,3
7450,7
9230,155
6572,4
7354,58
8410,30
9200,3
7179,9
5558,9
6220,140
3220,32
6565,32
7383,12
4110,5
5720,1655
6574,10
5200,15
7120,5
6599,791
6578,5
8450,24
7366,49
6589,262
7331,69
8250,29
6318,14
6596,70
9900,95
5410,9
8470,2
8140,6
6595,33
4120,86
6411,43
7365,1
9150,11
6560,2
7346,119
5585,2
6542,3
8210,112
5785,20
6543,10
8120,3
7210,1262
5560,32
5530,1
5451,2
5610,1
6551,1
6511,6
6566,1
5455,2
6598,1130
5460,7
7355,26
7389,53
5652,1
5385,2
5470,13
6561,22
5685,3
7410,11
5202,492
2120,5
6532,8
6585,30
7520,1
6539,3
6316,253
5547,8
6540,8089
9222,4
5800,8
9100,5
7381,12
7510,91
5500,28
5485,234
8311,24
6564,10
7384,7
6597,872
9210,5
6563,1
3290,2
6541,89
7172,214
2310,14
8130,3
6535,6
7371,2
7372,6
9970,1
7322,5
8400,6
8310,34
7367,7
7357,1
9223,145
6534,592
6576,14
7470,1
3120,43
