categorieJuridiqueUniteLegale,count
2110,1117
7362,35
2700,58
7378,3
7364,153
2200,194
5498,16140
7353,237
5306,101
6300,5
5458,92
5546,16
7160,6
6538,12
9221,8
6571,35
6533,1471
5193,11
4130,315
8110,38
7351,15
8490,26
2100,30
2385,13
5599,3027
5553,14
9110,1035
5632,1
5515,54
7490,9
6100,5
7323,43
8290,1
5192,3
5510,169
6568,1
5308,42
8160,9
9300,14
6567,1
3110,1
5647,1
4150,7
6577,3
5499,34970
7171,39
7379,2
5432,3
2210,1503
6573,30
6536,91
8200,9
6210,4
4160,3
7321,149
6200,33
9220,15668
5196,74
8420,31
5699,175
2300,4
4140,77
7373,2
6500,83
5307,2
2900,172
5191,3
8170,10
6317,268
5710,9726
5770,13
5453,19
6575,15
5400,58
5194,17
7385,10
7361,593
5554,23
1000,162806
7363,1
7348,25
5551,10
9240,17
7220,86
7345,58
5532,22
7450,28
9230,85
6901,60
6572,12
7354,74
8410,37
9200,1
7179,13
5558,29
9260,3
6220,349
3220,156
6565,60
7383,78
5542,1
6574,16
5720,5275
5200,21
7120,5
6599,3746
6578,9
5552,1
8450,21
6589,825
5100,9
7331,88
4100,15
8250,165
7366,102
6596,184
6318,9
9900,148
5410,12
8470,1
8140,4
6595,128
4120,63
6411,61
9150,34
6562,1
6560,12
7346,208
5442,1
5585,1
6542,57
8210,180
6543,73
5785,95
8120,5
7210,1782
5560,188
5530,2
5451,1
5610,5
8100,3
6551,10
6511,12
6566,1
5455,2
6598,3112
5460,54
7355,16
7389,83
5470,57
5385,13
5431,1
6561,31
5622,2
5685,2
5422,3
7410,21
5202,1233
6569,1
2120,14
2220,26
6532,10
6585,27
7520,5
6539,3
6316,403
5547,7
6540,24673
9222,5
5800,7
9100,39
9224,1
2320,3
7381,33
7510,97
5485,716
5500,22
8510,1
8311,17
6564,14
7384,2
6597,772
9210,12
3290,15
6541,1199
7172,337
2310,34
8130,8
9970,4
6535,4
7372,6
7322,5
8400,1
8310,41
7367,8
7357,3
9223,126
6534,595
6576,35
7470,11
3120,204
