activitePrincipaleUniteLegale,count
33.20A,875
47.99A,10107
58.19Z,135
45.20B,209
71.3E,11
10.62Z,10
14.31Z,13
25.73B,35
48.04,18
31.03Z,51
64.11,3721
70.3A,1345
61.10Z,225
93.0A,38
63.99Z,55
10.31Z,183
45.3H,33
87.30A,98
15.8P,30
34.2A,36
35.4A,4
03.40,1
55.3A,4476
93.21,8
65.12Z,970
46.45Z,287
01.56,29
45.1B,27
92.14,4
74.09,28
43.22A,2831
95.12Z,135
47.04,486
90.0E,10
01.63Z,1
26.3Z,4
22.1E,101
31.01Z,139
51.9B,86
32.2B,28
25.62A,15
71.1A,35
24.01,8
51.3Q,7
67.05,781
41.10A,1039
64.40,213
16.01,26
26.2A,15
28.11,2
93.0D,1751
89.05,24
58.01,51
92.13,2
23.65Z,1
60.2N,47
01.1F,31
02.10Z,174
14.39Z,47
43.11Z,119
11.01Z,20
25.91Z,5
73.08,3
01.44Z,1
00.97,162
01.11Z,5749
52.3A,412
67.12,25
23.19Z,56
47.79Z,1157
84.11,254
38.22Z,36
01.60,25
28.30Z,28
27.4D,4
77.01,546
65.02,484
49.41A,1988
46.23Z,152
99.00Z,42
23.99Z,39
44.22,6
24.06,4
21.09,6
09.90Z,11
23.01,7
24.3Z,16
28.15,12
26.4B,4
29.4C,1
52.4Z,1455
64.23,502
60.01,83
95.29Z,1721
92.3A,610
46.36Z,104
43.99A,276
47.65Z,215
44.23,16
44.20,8
25.2A,15
44.18,45
29.4B,3
90.13,4
29.5B,1
85.02,2
64.49,1712
68.20A,15170
51.3A,156
55.40,638
85.1E,381
60.11,17
51.3J,231
05.0A,43
01.50,56
14.2A,10
60.20B,16
60.2E,429
49.32Z,3183
53.05,33
45.3E,621
80.04,110
46.46Z,417
84.24Z,131
18.1Z,8
90.0G,2
44.25,9
24.11,7
55.60,2121
45.2J,712
52.22Z,54
55.31,37
45.2R,5
36.6E,81
73.09,2
56.30Z,5345
86.22A,880
22.19Z,55
15.8D,216
64.1C,32
18.20Z,39
17.1M,8
80.30Z,95
31.2B,2
85.10Z,4
15.5B,3
75.04,3
74.5A,108
32.99Z,380
36.2C,16
95.24,4
01.2E,40
72.2Z,272
46.11Z,88
21.08,301
15.8B,127
82.04,3
92.15,1
36.00Z,131
29.1D,21
49.01,223
52.21Z,359
91.02,4
95.11Z,1209
52.29A,165
56.21Z,1354
17.29Z,129
96.21,4
54.05,10
45.2C,17
28.12,2
85.3A,1
62.11,2677
85.1C,2069
20.4Z,65
23.49Z,7
22.01,2
30.99Z,2
50.2Z,939
46.49Z,1776
54.04,27
64.44,111
58.05,156
47.77Z,533
92.3J,6
64.11Z,11
45.4J,1079
47.52A,574
01.47Z,291
18.2G,75
78.20Z,1178
13.30Z,140
11.07B,22
55.13,17
80.2C,3
86.90C,23
73.20Z,399
77.32Z,419
70.02,612
51.1G,111
15.13,7
52.4Y,200
52.4V,226
81.22Z,700
27.5G,10
95.21Z,112
80.4D,319
43.34Z,4060
88.99A,122
22.1G,47
44.32,1
