activitePrincipaleUniteLegale,count
47.99A,2818
33.20A,290
25.73B,94
45.20B,93
58.19Z,37
48.04,15
31.03Z,18
14.31Z,20
71.3E,6
64.11,1649
70.3A,399
35.4A,11
34.2A,33
63.99Z,24
87.30A,51
45.3H,13
61.10Z,65
15.8P,7
93.0A,6
55.3A,2301
65.12Z,459
46.45Z,64
45.1B,7
01.56,33
92.14,4
33.03,1
93.21,1
43.22A,1580
47.04,251
74.09,5
95.12Z,33
90.0E,3
15.5A,1
22.1E,34
51.9B,46
31.01Z,41
25.62A,10
71.1A,17
32.2B,4
24.01,2
51.3Q,3
64.40,93
67.05,236
16.01,5
41.10A,446
26.2A,19
28.11,2
93.0D,620
58.01,8
89.05,9
92.13,2
23.65Z,4
01.1F,107
02.10Z,570
14.39Z,110
11.01Z,13
43.11Z,93
60.2N,10
73.08,4
25.91Z,2
01.44Z,2
01.11Z,1075
47.79Z,441
00.97,1763
84.11,90
52.3A,98
67.12,8
28.30Z,12
23.19Z,29
01.60,7
27.4D,1
38.22Z,6
65.02,187
44.22,41
23.99Z,10
49.41A,655
77.01,198
46.23Z,153
21.09,40
23.01,17
28.15,9
24.3Z,3
99.00Z,3
64.23,205
43.99A,317
92.3A,232
52.4Z,534
95.29Z,513
47.65Z,72
44.23,75
44.20,56
46.36Z,14
44.18,24
25.2A,15
60.01,15
29.4B,4
90.13,2
29.5B,1
85.02,3
55.40,326
64.49,624
01.50,60
68.20A,5021
51.3A,43
14.2A,9
85.1E,150
51.3J,73
60.11,8
60.20B,2
44.25,37
49.32Z,805
80.04,13
45.3E,476
60.2E,167
53.05,17
46.46Z,76
24.11,2
84.24Z,23
18.1Z,2
80.07,1
55.60,995
45.2J,124
36.6E,39
55.31,10
52.22Z,2
45.2R,2
86.22A,219
56.30Z,1878
15.8D,177
64.1C,9
80.30Z,37
18.20Z,12
22.19Z,12
85.10Z,2
17.1M,2
31.2B,2
32.99Z,146
74.5A,21
36.2C,19
21.08,373
01.2E,23
15.8B,120
72.2Z,87
82.04,2
46.11Z,13
95.24,1
92.15,2
49.01,174
91.02,5
36.00Z,149
52.21Z,119
29.1D,11
95.11Z,371
56.21Z,394
52.29A,80
17.29Z,33
28.12,10
96.21,1
45.2C,1
54.05,4
85.3A,1
85.1C,592
62.11,972
20.4Z,26
30.99Z,4
23.49Z,9
22.01,1
50.2Z,597
46.49Z,359
92.3J,28
47.77Z,193
64.44,34
58.05,29
54.04,28
64.11Z,3
45.4J,904
01.47Z,138
47.52A,284
18.2G,49
13.30Z,62
78.20Z,321
11.07B,6
80.2C,6
55.13,2
86.90C,6
73.20Z,81
51.1G,24
77.32Z,83
15.13,6
70.02,3
81.22Z,277
52.4V,82
52.4Y,50
27.5G,2
43.34Z,1696
44.32,392
80.4D,147
95.21Z,82
88.99A,15
22.1G,9
29.5M,2
93.19Z,601
81.29B,75
80.20Z,57
21.02,24
36.4Z,16
28.10,2
17.4A,19
92.5A,2
54.08,14
47.02,70
93.0N,290
25.61Z,206
72.20Z,50
46.74A,100
52.4X,256
33.1A,3
79.02,5
28.11Z,10
92.5C,6
42.91Z,1
49.20Z,5
64.20Z,2719
52.7H,70
87.10A,106
24.20Z,11
25.12Z,66
20.1B,12
46.13Z,54
24.44Z,2
85.31Z,169
86.90E,4199
17.5G,84
90.01Z,1937
01.43Z,460
46.71Z,140
58.08,12
52.29B,160
03.22Z,35
51.5C,16
48.07,22
74.3B,11
01.74,1
71.3G,25
29.3C,42
46.73B,92
71.20A,128
82.20Z,87
44.41,18
77.10,128
31.13,21
59.13,45
38.11Z,76
51.5A,18
25.01,14
66.0A,4
62.1Z,1
43.32B,636
47.82Z,850
80.4C,119
01.07,8
40.1Z,3
17.12Z,4
17.7A,4
94.91Z,390
38.31Z,31
47.75Z,221
94.92Z,10
52.2G,63
42.22Z,71
77.12Z,55
15.07,12
51.8P,9
50.03,3
15.4C,1
15.8T,2
74.90A,283
52.4R,413
56.10C,2635
74.10Z,920
33.20C,98
88.04,8
01.16,6
32.03,1
28.2A,2
54.02,11
15.9G,1
40.34,1
82.11Z,437
43.91A,345
29.1A,1
51.8L,14
24.05,8
87.20A,22
10.32Z,9
06.01,2
60.20A,6
22.3C,1
46.44Z,46
93.13Z,83
55.4C,31
15.11,1
35.3A,1
81.30Z,978
49.05,89
45.4L,18
64.41,126
86.10Z,277
28.5A,83
25.72Z,31
20.16Z,6
10.73Z,8
58.07,3
84.11Z,2487
43.99B,128
59.11,21
01.4B,111
64.42,62
50.4Z,76
29.3D,20
42.21Z,38
28.21Z,12
92.2F,1
23.31Z,2
80.2A,19
52.1F,6
20.42Z,30
22.23Z,20
45.2N,1
52.02,1
36.5Z,25
50.1Z,369
79.12Z,37
52.7C,65
46.12B,16
90.0A,10
63.3Z,42
25.2G,24
35.13Z,25
29.13,6
31.6C,8
20.15Z,1
26.12Z,24
17.7C,256
60.2P,21
85.01,1
28.6C,16
33.3Z,36
63.4B,14
77.08,74
71.2E,2
15.5C,10
83.01,1
10.13B,115
66.30Z,638
01.21Z,296
13.91Z,48
55.2C,20
41.10,4
55.20,2
18.07,4
10.01,1
14.20Z,6
95.22Z,88
45.4D,189
54.07,10
"",469
64.45,123
60.04,22
35.23Z,12
27.1Z,1
17.19,1
18.2D,88
55.5A,58
70.2B,94
71.2C,1
51.30,6
23.20Z,5
20.14Z,1
95.11,1
59.05,22
17.3Z,83
85.1G,826
77.14,195
29.32Z,37
33.11Z,68
17.21B,27
29.5L,5
89.07,5
41.08,4
92.1J,4
43.39Z,711
01.4A,178
01.3Z,499
22.29B,31
43.12B,41
10.52Z,5
34.3Z,17
25.1E,1
96.16,1
37.02,2
29.2L,2
87.01,235
55.20Z,580
02.10,5
72.11Z,19
93.12Z,2332
43.22B,746
43.29B,166
94.11Z,142
25.2H,23
87.02,4
26.51B,25
69.22,22
29.4A,33
29.1F,2
13.11,1
11.01,5
24.46Z,1
03.30,1
01.2G,41
43.32A,1741
46.42Z,146
11.02B,12
65.1E,3
46.24Z,8
30.0A,2
15.11Z,3
00.10,180
44.42,95
28.1C,33
56.29B,244
58.10,3
15.8M,5
00.30,1
93.11Z,133
58.12,104
25.62B,728
59.12,16
28.2B,1
60.07,25
29.1C,1
85.3H,13
29.31Z,5
33.4A,2
67.09,48
28.3B,1
74.1G,472
47.01,104
69.25,27
58.06,86
72.5Z,52
72.19Z,144
46.22Z,22
28.93Z,30
21.14,2
91.3C,1
85.3E,1
74.30Z,409
21.11,34
51.1A,17
57.11,32
70.1F,130
47.11B,804
38.32Z,438
47.11C,183
96.03Z,290
9220,1
79.11Z,183
36.1G,128
63.4A,26
84.30B,20
20.13B,5
52.2A,197
47.61Z,148
52.2P,98
57.02,80
92.3B,60
27.33Z,14
46.66Z,56
20.5C,2
30.02,2
65.06,491
64.19Z,776
51.8N,24
45.2L,35
46.41Z,137
86.10,30
30.30Z,12
84.30A,85
71.1Z,29
59.20Z,57
74.07,1
53.04,4
77.13,12
26.6E,29
80.02,10
32.1D,4
51.5H,32
87.06,77
43.32C,124
29.1J,12
32.1B,5
50.06,3
71.4A,1
55.70,174
65.2E,79
01.24Z,295
13.92Z,155
23.63Z,55
21.07,15
59.13B,12
53.06,1
86.23Z,1043
02.20Z,618
46.38B,86
49.39A,101
39.00Z,12
51.8H,8
46.62Z,57
57.07,3
17.1A,1
55.4B,1288
36.6A,12
20.53Z,5
37.00Z,38
21.2C,2
03.21Z,1
91.04,1
84.06,2
62.42,230
22.2J,63
71.12A,76
67.13,9
46.17B,31
52.6E,1021
25.03,22
96.25,16
35.3B,2
86.08,23
28.7E,6
29.5E,14
26.20Z,7
41.07,1
32.91Z,1
21.2L,8
47.74Z,186
10.85Z,38
97.22,28
26.7Z,39
55.11,2
27.3E,1
25.1C,1
74.1J,1730
43.33Z,1480
68.32B,50
73.07,2
51.4Q,8
20.41Z,14
15.9S,3
30.40Z,1
67.1E,38
01.80,108
47.22Z,657
74.20Z,679
17.2A,50
64.12,186
16.10B,53
37.2Z,47
44.21,145
14.1A,5
24.2Z,5
51.1C,6
74.08,2
24.32Z,1
46.72Z,106
56.10A,3264
64.30Z,581
47.11D,331
86.01,8
51.3T,43
24.52Z,5
96.02A,2539
82.19Z,850
86.90D,5233
85.32Z,155
51.1R,235
17.6Z,68
55.90Z,33
51.4R,10
36.1E,26
24.5A,3
51.8E,3
65.2F,2
71.2A,30
46.19B,1308
29.5P,13
29.6A,3
31.09B,355
47.23Z,41
78.02,256
77.31Z,116
55.3B,346
28.4A,19
01.25Z,14
87.10C,11
66.0C,1
69.12,315
73.12Z,103
46.69B,478
45.3A,407
63.05,42
85.42Z,182
48.05,41
31.16,17
85.20Z,152
57.04,10
21.05,9
30.91Z,3
47.11E,6
29.11,8
33.19Z,28
51.5N,23
23.32Z,8
24.1A,2
26.8A,1
55.1E,2
46.76Z,71
64.24,219
52.4E,164
70.1C,28
01.00,126
77.04,21
58.11,21
60.05,9
51.3C,12
13.02,1
38.12Z,7
94.12Z,64
51.3N,4
29.2C,7
52.7D,42
50.30Z,7
55.30Z,55
10.89Z,38
29.5N,21
61.01,11
86.11,1
61.20Z,27
59.07,29
89.04,3
24.42Z,2
47.05,22
43.91B,432
87.04,78
46.64Z,22
21.10,2
72.2A,10
18.3Z,10
47.53Z,52
36.10,9
50.10Z,5
26.51A,2
29.4D,1
81.11,156
94.99Z,6082
67.2Z,363
60.08,5
28.96Z,7
21.20Z,4
92.18,2
15.09,10
77.05,117
47.76Z,582
70.10Z,1063
14.13Z,383
62.45,93
28.2D,11
85.60Z,65
77.29Z,125
01.4D,13
49.31Z,23
21.1C,3
31.5C,13
10.71A,30
24.10Z,18
24.4C,1
08.11Z,4
82.06,137
10.51A,17
91.02Z,10
45.2F,10
88.91B,8
31.4Z,1
28.4C,1
82.99Z,905
47.21Z,339
47.59A,425
02.20,226
32.20Z,34
41.10C,70
01.57,8
28.99B,46
79.90Z,110
66.12Z,14
46.37Z,12
48.03,2
80.4A,142
23.41Z,100
85.1A,20
01.63,13
15.02,1
18.10,3
36.1K,68
48.02,23
78.10Z,28
47.19A,2
17.27,2
86.06,136
15.12Z,108
52.7A,98
63.12Z,118
18.11,3
79.06,176
45.3F,123
11.07A,7
75.3C,1
75.1G,2
56.29A,188
20.1A,78
93.21Z,111
47.03,22
28.12Z,27
92.21,27
15.8A,21
51.6N,9
39.02,7
51.4N,28
33.15Z,8
46.16Z,38
26.1J,5
14.12Z,6
92.1F,1
24.03,18
38.50,123
94.20Z,157
49.10Z,93
90.04Z,58
00.99,4
61.2Z,1
91.1C,3
53.03,9
20.59Z,9
17.5E,2
32.1A,3
75.03,3
51.1T,216
25.50B,90
28.15Z,17
50.3B,74
28.7P,10
02.0D,38
74.1A,135
59.11B,138
01.30Z,64
23.70Z,99
22.1A,23
58.12Z,8
58.29B,9
51.3S,7
34.02,3
29.2A,5
26.52Z,10
51.9A,8
01.90,6
47.43Z,41
86.22C,1138
33.4B,6
47.52B,85
25.94Z,14
59.02,6
66.0E,5
58.21Z,4
96.15,3
67.01,1609
13.10Z,32
52.2J,82
01.28Z,45
24.54Z,13
15.8F,6
87.30B,16
02.0B,218
47.78C,1035
74.8D,13
66.19B,335
92.3H,82
46.63Z,57
52.10A,10
28.18,6
28.2C,2
35.1B,1
64.14,161
78.01,9
71.4B,69
67.03,21
31.3Z,18
17.22Z,3
27.90Z,15
63.1B,3
84.05,8
74.8A,72
47.72A,334
63.11Z,126
15.08,14
84.03,4
75.1E,22
87.03,594
00.00Z,356
45.4M,118
51.6J,30
64.47,75
64.2B,10
01.1G,35
17.21C,7
28.16,5
86.12,29
91.05,1
25.71Z,18
69.23,200
47.78A,264
82.30Z,268
45.4A,136
46.34Z,180
51.12,16
28.29B,22
74.7Z,246
60.10Z,48
70.3E,29
25.40Z,49
24.02,5
26.1E,4
92.12,3
26.6C,1
54.03,4
51.4D,6
60.2C,1
62.43,593
47.64Z,284
70.1A,104
46.21Z,143
45.2P,14
28.7N,7
52.04,1
90.12,11
84.04,2
40.11,2
63.02,1
55.73,1173
77.03,71
72.3Z,70
84.08,11
85.3J,26
23.03,31
85.04,17
77.21Z,26
26.40Z,15
62.01Z,1018
01.70,8
49.03,13
52.2L,50
44.14,8
66.03,20
85.1H,30
23.05,2
15.05,1
29.5D,3
55.71,795
43.29A,216
51.3G,43
42.99Z,223
10.82Z,71
31.02Z,40
55.12,8
63.4C,8
41.10B,11
27.5A,2
25.92Z,3
24.53Z,11
29.4E,2
62.41,427
01.50Z,389
23.69Z,21
10.71B,210
46.18Z,312
36.1H,6
66.29Z,19
91.2Z,6
46.17A,9
21.2G,2
77.34Z,5
84.13,21
59.10,77
43.21B,11
46.19A,40
28.7G,5
70.01,1
84.12Z,101
15.6A,11
46.33Z,39
31.17,26
29.20Z,86
35.01,25
28.1A,32
13.96Z,97
28.19,3
21.2B,7
49.41C,27
25.30Z,2
24.51Z,7
87.20B,7
40.12,1
51.21Z,1
27.31Z,2
01.45Z,480
64.30,134
81.21,913
52.3E,127
77.12,92
59.14Z,52
95.23Z,84
62.12,6
52.7F,13
15.10,7
29.5J,1
43.02,1
01.1C,86
55.2E,49
49.04,33
87.90A,52
77.40Z,72
46.74B,101
36.1J,10
96.24,2
01.27Z,3
50.04,2
27.51Z,2
91.3E,439
17.21A,16
51.4S,260
47.26Z,178
43.31Z,2710
47.62Z,361
85.53Z,400
25.99A,16
45.2T,26
29.12,2
19.20Z,4
75.3A,5
45.4C,423
28.3C,189
43.99D,370
47.54Z,169
60.03,11
22.22Z,42
23.13Z,14
45.11,4
03.12Z,5
87.09,9
70.2C,2728
36.1C,24
41.02,12
92.1B,17
47.24Z,124
11.05Z,31
27.40Z,42
92.3K,33
29.2M,3
69.21,1
18.08,2
24.1E,1
02.40Z,390
95.24Z,126
57.01,29
44.38,7
81.29A,49
27.02,4
55.2A,1
17.25,1
47.71Z,2064
77.06,35
44.34,1
30.03,1
90.03A,1442
66.0G,92
51.5L,14
51.1L,26
45.2E,8
22.21Z,21
82.05,25
52.03,2
77.15,7
51.3E,2
14.02,1
45.1A,176
67.06,50
74.6Z,83
51.7Z,52
25.29Z,7
52.1H,1
31.11,1
89.02,2
77.39Z,350
16.29Z,113
46.39B,105
57.06,8
51.01,3
18.2C,96
77.35Z,6
31.1C,5
74.03,7
15.9B,3
81.10Z,2130
61.90Z,121
46.61Z,136
77.11,29
51.3D,10
86.07,43
28.29A,8
10.41B,1
13.95Z,3
60.2B,26
46.90Z,654
46.15Z,39
35.14Z,38
65.11Z,30
15.7A,7
52.1E,1
20.12Z,1
87.08,141
58.09,17
36.20,4
28.49Z,15
87.10,3
67.07,303
45.31Z,154
01.2A,873
47.78B,92
44.24,3
49.39B,48
86.21Z,3165
55.10,111
96.02B,1665
47.19B,246
63.1D,5
85.3D,15
70.1B,3
24.6J,2
52.24B,30
24.43Z,5
92.1D,3
85.52Z,666
85.3K,113
48.01,100
34.06,49
50.07,14
28.21,6
42.13A,8
31.1A,4
42.13B,1
45.2A,41
64.48,119
17.2J,17
50.3A,42
91.01Z,13
45.23,22
26.8C,4
73.06,2
11.03Z,3
40.32,9
93.0E,159
44.31,4
46.32C,6
62.2Z,11
85.1K,24
62.21,13
