activitePrincipaleUniteLegale,count
33.20A,34
47.99A,925
48.04,5
45.20B,40
58.19Z,9
25.73B,6
71.3E,1
70.3A,134
64.11,339
87.30A,13
61.10Z,15
45.3H,2
63.99Z,5
34.2A,2
55.3A,466
65.12Z,152
46.45Z,25
01.56,2
45.1B,13
92.14,1
43.22A,620
47.04,54
95.12Z,26
74.09,3
01.63Z,1
15.5A,4
90.0E,2
51.9B,6
71.1A,5
22.1E,9
31.01Z,24
25.62A,14
51.3Q,2
32.2B,2
41.10A,53
67.05,26
64.40,21
26.2A,9
93.0D,182
89.05,3
58.01,6
01.1F,346
02.10Z,138
14.39Z,4
11.01Z,11
43.11Z,11
60.2N,1
01.11Z,4435
28.30Z,19
47.79Z,184
00.97,273
52.3A,42
84.11,37
01.60,5
38.22Z,4
23.19Z,8
67.12,2
23.01,3
65.02,115
77.01,41
49.41A,175
46.23Z,50
23.99Z,5
29.4C,1
21.09,1
28.15,1
95.29Z,292
52.4Z,126
90.13,3
92.3A,73
47.65Z,33
43.99A,54
60.01,12
64.23,23
29.4B,1
85.02,1
25.2A,1
46.36Z,3
44.20,1
64.49,105
68.20A,2661
85.1E,54
55.40,113
14.2A,9
51.3A,83
51.3J,18
60.11,4
01.50,10
45.3E,148
80.04,2
49.32Z,209
60.2E,31
46.46Z,12
53.05,5
84.24Z,5
24.11,1
18.1Z,1
44.25,1
55.60,491
45.2R,6
36.6E,12
52.22Z,2
45.2J,17
55.31,2
56.30Z,381
86.22A,41
15.8D,35
75.04,5
80.30Z,19
18.20Z,3
64.1C,12
22.19Z,6
74.5A,15
32.99Z,80
36.2C,8
01.2E,14
15.8B,40
21.08,20
46.11Z,7
72.2Z,13
95.24,2
29.1D,2
36.00Z,82
49.01,28
52.21Z,30
56.21Z,159
95.11Z,184
17.29Z,10
52.29A,21
96.21,2
45.2C,3
54.05,1
28.12,1
85.1C,137
62.11,200
20.4Z,24
23.49Z,9
22.01,1
64.44,5
50.2Z,160
47.77Z,58
46.49Z,90
58.05,2
92.3J,2
64.11Z,1
54.04,2
47.52A,108
45.4J,181
01.47Z,180
78.20Z,109
55.13,2
13.30Z,10
80.2C,1
86.90C,1
18.2G,1
73.20Z,15
77.32Z,50
51.1G,12
15.13,2
81.22Z,86
52.4V,21
52.4Y,15
80.4D,30
43.34Z,911
95.21Z,29
88.99A,27
22.1G,1
81.29B,49
93.19Z,412
80.20Z,30
17.4A,6
92.5A,1
21.02,2
36.4Z,2
52.4X,69
93.0N,75
72.20Z,8
25.61Z,25
46.74A,6
54.08,17
47.02,2
79.02,2
92.5C,1
42.91Z,2
49.20Z,1
64.20Z,535
24.20Z,5
46.13Z,28
87.10A,36
52.7H,28
25.12Z,24
20.1B,4
29.16,2
90.01Z,559
01.43Z,219
86.90E,1557
58.08,3
52.29B,40
46.71Z,32
85.31Z,55
03.22Z,11
48.07,4
74.3B,8
71.3G,8
17.5G,4
51.5C,2
29.3C,38
51.5A,8
59.13,12
71.20A,82
77.10,22
46.73B,31
31.13,2
82.20Z,43
00.11,10
38.11Z,18
66.0A,1
47.82Z,511
43.32B,174
01.07,7
80.4C,34
40.1Z,6
94.91Z,86
42.22Z,19
38.31Z,6
47.75Z,56
51.8P,9
77.12Z,35
52.2G,16
40.33,2
94.92Z,5
15.07,2
15.8T,1
52.4R,89
56.10C,1140
74.10Z,232
74.90A,73
01.16,26
33.20C,12
15.9G,2
88.04,1
54.02,4
82.11Z,162
