categorieJuridiqueUniteLegale,count
2110,322
7362,136
2700,2
7364,159
2200,159
5498,3869
7353,283
5306,6
6300,14
5546,3
5458,30
9221,12
6538,5
6571,18
6533,773
4130,227
8110,25
7351,14
2385,8
2100,6
8490,9
5599,1198
5553,5
9110,240
5515,21
5615,2
7490,1
6100,9
7323,444
7313,1
5192,2
5510,67
8160,2
5308,11
9300,17
6567,2
4150,17
6577,3
5499,11147
7171,39
7379,4
5432,1
5660,24
2210,473
6573,40
6536,158
6210,2
8200,2
4160,2
7321,131
6200,7
9220,5754
8420,38
5699,123
4140,15
7312,40
7373,1
6500,15
2900,184
5191,1
8170,8
6317,352
5710,3751
5453,18
5651,2
6575,1
5400,5
7385,6
5194,3
7361,622
1000,54097
5551,4
7348,9
9240,12
7220,55
5532,1
7345,59
5203,5
9230,74
6901,1
6572,8
7356,2
7354,71
8410,27
9200,3
7179,11
5558,10
9260,2
6565,27
6220,168
3220,27
7383,5
6537,19
4110,13
5720,2251
6574,1
5200,6
7120,3
6599,1291
6578,1
8450,16
6589,235
7331,67
7366,56
8250,26
6318,16
6596,65
9900,25
8140,3
6595,21
7342,1
4120,72
6411,31
7365,3
9150,8
6560,1
7346,233
5585,1
6542,5
8210,137
5785,36
8120,3
7210,1888
5560,65
5530,1
5610,1
6511,6
6566,1
5455,1
6598,628
5460,18
7355,24
7389,43
5470,14
6561,17
7410,11
5202,358
6569,1
2120,11
2220,3
6532,9
6585,10
7520,12
6316,117
6540,6730
9222,4
5800,2
9100,16
2320,1
5459,1
7381,15
7510,49
5485,192
5500,2
8311,10
6564,13
7384,7
6597,82
9210,5
3290,1
6541,285
7172,214
2310,9
8130,1
6535,1
9970,2
7371,5
7372,4
7322,1
8400,3
8310,33
7367,18
7357,3
9223,68
7100,1
6534,177
6576,15
7470,6
3120,39
