categorieJuridiqueUniteLegale,count
7362,62
2110,371
2700,25
7364,85
5543,1
7353,207
5498,2220
2200,97
5306,6
6300,4
5458,15
5546,1
7160,6
6538,20
9221,2
6571,6
6533,543
4130,216
8110,21
7351,8
8490,6
2385,1
5599,1153
5553,3
9110,204
5515,24
6100,9
5615,2
7323,119
5195,1
7313,1
5192,3
5510,65
6568,1
9300,8
5308,47
4150,3
5499,7993
7171,35
7379,3
5660,46
2210,428
6573,17
6536,174
8200,3
6210,1
4160,2
7321,61
6200,8
9220,5371
8420,18
5699,61
4140,15
2300,4
7373,4
7312,1
6500,11
6521,3
2900,161
5191,2
8170,6
6317,138
5710,2564
5770,6
5453,1
6575,1
5400,2
7385,4
5194,7
7361,328
1000,47706
7363,1
5551,5
7348,15
7220,28
9240,2
7345,45
5532,8
7450,1
9230,88
6901,3
7356,2
6572,4
8410,18
7354,20
9200,4
7179,3
5558,7
9260,1
6220,98
3220,29
6565,20
7383,9
4110,5
5720,1067
7120,4
5200,2
6599,582
7229,3
6578,2
8450,13
4100,11
6589,208
7331,66
7366,13
8250,44
5100,1
6318,3
6596,84
9900,42
5410,2
8140,6
6595,11
4120,74
6411,24
9150,12
6560,7
7346,108
5585,6
6542,1
8210,106
6543,3
5785,15
8120,7
7210,993
5560,30
5646,1
5505,7
5451,1
5610,1
8100,1
6511,19
5455,3
6566,2
6598,768
5460,19
7355,30
7389,45
5470,17
5385,4
6561,19
5685,4
7410,9
5202,310
2120,6
2220,3
6532,8
7520,10
6585,7
6539,3
6316,253
5547,1
6540,5507
9222,5
5800,4
7381,16
7510,153
5485,169
8311,7
6564,5
7384,3
6597,345
9210,5
3290,3
6541,46
7172,192
2310,16
8130,1
6535,8
7372,2
7371,1
8400,1
8310,21
7367,5
7357,6
9223,136
6534,334
6576,20
3120,34
