categorieJuridiqueUniteLegale,count
7362,35
2110,537
2700,20
7378,2
7364,72
7353,232
2200,353
5498,5654
5306,40
6300,15
5546,3
5458,36
5520,1
7160,5
9221,20
6538,15
6571,31
6533,605
4130,233
8110,13
7351,7
8490,12
2100,31
2385,25
5599,1664
5553,7
9110,334
5632,3
5515,17
6100,7
7490,2
7323,73
5195,1
8290,1
5192,40
5510,90
6568,1
5308,37
9300,6
8160,2
6567,1
6577,5
5499,16967
5432,3
7171,47
7379,1
5660,41
2210,686
6573,26
5669,1
6536,138
6210,4
4160,2
7321,102
6200,26
9220,8788
8420,61
5699,88
4140,29
2300,6
7312,7
6500,56
2900,150
5191,2
8170,4
6317,237
5710,5505
5770,8
5453,15
6575,4
5400,48
7385,11
5194,2
7361,349
1000,90796
7363,1
7348,28
5551,4
9240,8
7220,46
7345,58
5532,10
7450,2
9230,74
6572,6
7354,43
8410,24
7179,10
5558,10
9260,1
6220,215
6565,39
3220,74
7383,11
5720,2420
6574,22
5300,1
5200,20
7120,6
6599,1420
6578,9
5552,1
8450,16
7331,60
6589,348
4100,11
7366,41
8250,8
5100,1
6596,74
6318,19
9900,236
5410,42
8470,5
8140,2
6595,13
7342,2
4120,72
6411,44
9150,17
6562,3
6560,91
5585,13
7346,91
6542,2
8210,131
5785,26
6543,2
8120,4
7210,1038
5560,48
5646,1
5530,4
5610,2
6511,9
6598,2394
5460,17
7355,37
7389,52
5470,47
5385,1
5431,1
6561,24
5685,2
7410,3
5202,761
2120,9
2220,5
6532,24
6585,30
7520,8
6539,4
6316,304
5547,1
6540,12260
9222,12
5800,10
5459,1
2320,5
7381,10
7510,4
5485,358
5500,22
8510,1
8311,7
6564,22
7384,2
6597,628
9210,30
6563,6
3290,2
6541,485
7172,222
8130,4
2310,18
9970,4
6535,3
7371,1
7372,3
8400,3
8310,22
7367,2
9223,186
6534,341
7470,11
6576,11
3120,78
