activitePrincipaleUniteLegale,count
47.99A,656
58.19Z,21
33.20A,14
31.03Z,4
45.20B,16
25.73B,1
71.3E,1
70.3A,88
64.11,201
87.30A,14
61.10Z,27
34.2A,3
45.3H,1
93.0A,2
63.99Z,1
15.8P,3
55.3A,625
65.12Z,81
46.45Z,16
01.56,2
45.1B,3
43.22A,440
47.04,26
15.5A,3
74.09,6
01.63Z,1
95.12Z,14
22.1E,8
51.9B,2
71.1A,1
31.01Z,6
51.3Q,1
41.10A,207
26.2A,6
67.05,37
64.40,12
28.11,1
16.01,4
93.0D,112
89.05,3
01.1F,105
02.10Z,40
73.08,4
14.39Z,5
11.01Z,17
01.44Z,1
60.2N,2
00.97,281
01.11Z,1045
52.3A,40
67.12,17
47.79Z,84
23.19Z,3
84.11,10
28.30Z,1
01.60,3
38.22Z,4
77.01,32
49.41A,84
46.23Z,18
65.02,56
21.09,1
44.22,1
64.23,17
52.4Z,139
95.29Z,129
92.3A,98
47.65Z,24
85.02,2
46.36Z,2
43.99A,19
90.13,1
60.01,2
44.23,1
25.2A,2
29.4B,1
55.40,83
85.1E,35
68.20A,5623
01.50,7
64.49,70
51.3A,28
51.3J,20
05.0A,2
60.11,2
60.20B,3
14.2A,1
45.3E,93
60.2E,59
49.32Z,261
46.46Z,9
80.04,2
84.24Z,3
36.6E,14
55.60,364
45.2J,9
52.22Z,1
55.31,2
64.1C,3
56.30Z,527
15.8D,35
18.20Z,3
86.22A,61
80.30Z,4
75.04,4
32.99Z,38
74.5A,5
15.8B,24
72.2Z,8
21.08,10
01.2E,7
82.04,1
95.24,2
46.11Z,1
49.01,29
36.00Z,22
52.21Z,28
91.02,3
95.11Z,105
52.29A,6
56.21Z,112
54.05,2
17.29Z,4
85.1C,124
62.11,168
20.4Z,3
22.01,1
23.49Z,2
50.2Z,79
47.77Z,43
64.44,6
46.49Z,40
64.11Z,2
92.3J,5
54.04,4
58.05,2
47.52A,61
45.4J,119
78.20Z,43
13.30Z,3
01.47Z,44
86.90C,2
73.20Z,14
77.32Z,29
51.1G,3
52.4V,15
81.22Z,87
52.4Y,10
43.34Z,455
80.4D,47
95.21Z,27
22.1G,1
88.99A,8
93.19Z,1049
81.29B,30
80.20Z,8
15.9J,1
36.4Z,1
17.4A,1
93.0N,57
42.91Z,1
52.4X,32
46.74A,4
47.02,7
25.61Z,2
72.20Z,10
79.02,2
54.08,1
64.20Z,577
52.7H,20
46.13Z,10
24.20Z,5
87.10A,8
25.12Z,4
20.1B,1
86.90E,1690
01.43Z,190
90.01Z,429
85.31Z,29
03.22Z,18
74.3B,7
46.71Z,30
48.07,5
52.29B,6
17.5G,3
71.3G,3
01.74,2
58.08,1
51.5C,1
77.10,16
46.73B,17
71.20A,48
82.20Z,8
38.11Z,19
59.13,4
29.3C,4
31.13,1
51.5A,2
44.41,2
62.1Z,1
47.82Z,173
43.32B,90
80.4C,27
01.07,2
17.12Z,2
40.1Z,3
52.2G,33
47.75Z,49
38.31Z,3
94.91Z,56
42.22Z,8
77.12Z,8
15.07,3
15.8T,1
94.92Z,2
52.4R,61
56.10C,1134
74.10Z,173
01.16,7
74.90A,57
33.20C,3
15.9G,2
88.04,2
54.02,2
43.91A,354
06.01,5
82.11Z,94
51.8L,3
10.32Z,5
87.20A,38
22.3C,1
60.20A,2
24.05,1
93.13Z,19
35.3A,1
46.44Z,12
55.4C,9
27.5C,1
49.05,12
10.73Z,5
81.30Z,224
86.10Z,100
45.4L,4
64.41,18
84.11Z,1167
01.4B,26
42.21Z,6
59.11,10
50.4Z,11
43.99B,13
64.42,7
28.21Z,1
29.3D,1
20.42Z,6
22.23Z,3
52.1F,1
50.1Z,57
79.12Z,26
52.7C,12
63.3Z,38
36.5Z,3
35.13Z,22
25.2G,1
90.0A,2
20.15Z,1
60.2P,2
85.01,7
26.12Z,1
71.2E,3
77.08,17
15.5C,2
83.01,1
33.3Z,1
66.30Z,63
01.21Z,84
55.20,2
10.13B,25
55.2C,93
"",52
64.45,15
95.22Z,27
45.4D,28
35.23Z,5
60.04,2
70.2B,23
55.5A,5
18.2D,3
20.14Z,1
71.2C,1
77.14,39
85.1G,235
29.32Z,8
33.11Z,8
92.1J,1
