categorieJuridiqueUniteLegale,count
3210,3
7362,433
2110,1499
2700,8
7364,222
5543,1
7353,555
2200,375
5498,18380
5306,111
6300,16
5458,69
5546,38
5520,1
7160,25
6538,9
9221,4
6571,11
6533,146
4130,509
8110,32
7351,25
2100,22
8490,16
2385,21
5599,8182
5553,2
9110,1155
5515,76
6100,103
7323,326
5195,2
8290,1
5192,10
5510,257
6568,3
9300,84
5308,127
8160,3
6567,5
6577,4
4150,11
5499,82811
7171,56
5432,3
7379,2
5660,3
2210,986
6573,32
5669,6
6536,114
6210,11
8200,25
4160,9
7321,311
6200,27
9220,19191
8420,44
5699,421
4140,47
2300,23
6500,68
6521,2
2900,326
5191,3
7349,7
8170,26
6317,141
5710,24292
5770,14
5453,7
6575,13
5400,223
5194,28
7385,26
7361,564
1000,220260
7363,2
7348,29
5551,10
9240,18
7220,23
7450,7
5532,7
7345,41
5203,1
9230,257
6572,13
7354,209
9200,77
8410,35
7179,20
5558,33
6332,1
9260,37
6565,71
3220,518
6220,459
7383,67
4110,16
5720,17274
6574,6
5300,2
5200,64
7120,16
6599,5602
6578,9
5552,2
7229,20
8450,11
7331,240
6589,1155
7366,70
4100,1
8250,14
6318,20
6596,353
9900,450
5410,39
8470,4
6595,21
7342,1
4120,272
6411,109
7365,1
9150,58
6562,2
7230,4
6560,9
5442,5
7346,149
5585,24
6542,34
5659,1
8210,141
5785,185
6543,12
8120,3
7210,2465
5560,188
5646,10
5451,2
5610,12
6511,18
6566,6
6598,1200
5460,48
7355,21
7389,144
5652,1
5470,62
5385,5
6561,85
5685,15
7410,14
5202,2455
6569,1
2120,13
2220,16
6532,3
7520,3
6585,42
6539,4
6316,128
5547,2
6540,38903
9222,6
5800,19
9224,6
9100,7
2320,4
7381,67
3205,2
7510,1
5485,1071
5500,80
8510,2
8311,44
6564,32
7384,10
6597,720
9210,25
3290,30
6541,1451
7172,464
2310,23
8130,12
6535,4
9970,7
7372,4
7371,4
7322,2
8400,5
8310,103
7367,1
9223,177
6534,787
6576,42
7470,8
3120,622
