activitePrincipaleUniteLegale,count
47.99A,3600
33.20A,216
45.20B,68
58.19Z,24
25.73B,51
31.03Z,12
14.31Z,1
48.04,2
71.3E,1
64.11,601
45.3H,16
70.3A,276
93.0A,15
15.8P,16
87.30A,66
61.10Z,48
63.99Z,7
34.2A,12
10.31Z,2
55.3A,1319
46.45Z,66
65.12Z,336
92.14,2
45.1B,7
93.21,1
01.56,2
43.22A,1456
47.04,105
95.12Z,29
74.09,3
01.63Z,1
15.5A,6
22.1E,19
51.9B,37
31.01Z,26
25.62A,14
24.01,1
32.2B,2
71.1A,11
51.3Q,1
41.10A,214
67.05,37
64.40,33
26.2A,10
16.01,4
93.0D,361
58.01,8
89.05,7
02.10Z,247
60.2N,12
43.11Z,17
11.01Z,13
73.08,2
01.1F,10
01.44Z,3
14.39Z,8
01.11Z,2657
38.22Z,10
00.97,704
84.11,59
47.79Z,262
52.3A,68
67.12,9
27.4D,1
28.30Z,4
23.19Z,29
01.60,17
65.02,110
77.01,84
49.41A,480
23.99Z,10
46.23Z,78
24.06,1
21.09,4
09.90Z,4
28.15,8
23.01,5
26.4B,1
99.00Z,1
92.3A,184
52.4Z,314
64.23,74
95.29Z,451
60.01,8
44.18,8
44.20,3
47.65Z,52
43.99A,70
90.13,2
29.4B,1
25.2A,11
46.36Z,7
44.23,1
29.5B,1
85.02,1
68.20A,4873
55.40,207
64.49,190
51.3J,58
01.50,63
85.1E,93
14.2A,16
51.3A,46
05.0A,5
60.11,2
53.05,332
60.2E,165
18.1Z,2
45.3E,302
49.32Z,804
24.11,3
46.46Z,81
80.04,8
84.24Z,4
44.25,1
55.60,675
45.2J,29
36.6E,44
55.31,6
52.22Z,1
45.2R,1
64.1C,12
56.30Z,792
15.8D,56
85.10Z,6
86.22A,68
22.19Z,11
18.20Z,2
80.30Z,14
75.04,1
32.99Z,182
36.2C,19
74.5A,10
21.08,135
95.24,1
72.2Z,33
15.8B,44
01.2E,27
46.11Z,30
49.01,81
52.21Z,111
36.00Z,102
29.1D,6
91.02,1
56.21Z,385
95.11Z,353
52.29A,47
28.12,2
17.29Z,17
54.05,8
45.2C,5
85.3A,1
62.11,477
85.1C,240
20.4Z,15
23.49Z,2
22.01,2
50.2Z,368
46.49Z,290
47.77Z,118
64.44,20
54.04,14
64.11Z,2
92.3J,8
58.05,2
45.4J,489
47.52A,150
78.20Z,278
01.47Z,209
13.30Z,39
18.2G,16
55.13,1
11.07B,6
86.90C,3
80.2C,2
77.32Z,82
73.20Z,56
51.1G,16
15.13,5
70.02,2
52.4V,48
81.22Z,271
52.4Y,21
27.5G,5
43.34Z,1469
80.4D,95
44.32,2
88.99A,11
29.5M,11
95.21Z,61
22.1G,3
93.19Z,459
81.29B,71
80.20Z,49
28.10,3
36.4Z,11
17.4A,5
92.5A,1
93.0N,174
25.61Z,142
72.20Z,24
52.4X,126
46.74A,40
