categorieJuridiqueUniteLegale,count
3210,3
2110,729
7362,15
2700,10
7378,1
7364,214
7353,193
2200,662
5498,13865
5306,55
6300,15
5458,49
5546,22
5520,1
7160,3
7352,1
6538,15
9221,11
6571,31
6533,1305
4130,351
8110,40
7351,4
2100,26
8490,16
2385,8
5599,4904
5553,5
9110,2249
5515,129
6100,7
7490,5
7323,14
5195,1
8290,1
5192,49
5510,161
6568,2
9300,40
5308,51
8160,4
"",1
4150,4
6577,3
5499,37994
7171,48
5432,2
7379,4
5660,43
2210,1353
6573,81
5669,1
6536,202
8200,3
6210,4
4160,2
7321,66
6200,35
9220,16612
5196,3
8420,56
5699,448
2300,11
4140,43
7312,7
7373,2
6500,175
2900,145
5191,5
8170,20
6317,89
5710,13268
5453,18
5770,32
5651,1
6575,15
5400,258
7385,27
5194,4
7361,438
1000,160833
7363,1
7348,19
5551,11
9240,20
7220,130
7345,68
5532,45
7450,1
5555,3
9230,249
6901,3
6572,8
7354,72
9200,9
8410,74
7179,15
5558,19
9260,3
6565,31
3220,128
6220,419
7383,60
4110,6
5720,8185
6574,13
5300,4
5200,63
7120,5
6599,2524
6578,21
5552,3
8450,26
7331,137
6589,1014
7366,108
8250,37
4100,7
5100,1
6596,226
6318,3
9900,338
5410,47
8470,7
8140,3
6595,43
4120,133
6411,66
7365,4
6562,8
9150,59
6560,21
7346,142
5585,13
5442,48
6542,41
8210,394
5785,125
6543,53
8120,46
7210,1946
5560,130
5530,1
6551,2
8100,2
6511,11
6598,613
5460,50
7355,27
7389,92
5652,1
5470,69
5385,1
6561,44
5685,3
7410,9
5202,1848
6569,3
2120,6
2220,4
6532,8
6585,46
7520,5
6539,4
6316,339
5547,7
6540,22509
9222,8
5800,7
9100,18
9224,1
2320,2
7381,40
7510,17
5485,796
5500,109
7344,11
8311,23
6564,8
7384,9
6597,180
9210,8
3290,7
6541,369
7172,321
8130,16
2310,11
7371,6
6535,5
9970,2
7372,2
7322,2
8400,3
8310,71
7367,3
7357,1
9223,76
6534,244
6576,42
7470,6
3120,101
